Switch_ID,Family,memberX,Parent_MOF_name,Fun,topo_family_4h_stable,dFE_4h_stable_topo,dFE_4h_member_topo,dd_FE,dU_4h_stable_topo,dU_4h_member_topo,dd_U,dS_4h_stable_topo,dS_4h_member_topo,dd_S,topo_family_fun_of_4h_member,topo_family_fun_stable,switch_treshold,d_VF,real_switch
2_1_8,2,8,SR_phx_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge,4H,gwg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phx,gwg,1.072340791,0.02015,NO
2_1_8,2,8,SR_phx_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge,2Br,gwg,-0.94,-1.14,-0.21,0.97,1.01,0.04,1.9,2.15,0.25,phx,gwg,1.072340791,-0.060725,NO
2_1_8,2,8,SR_phx_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge,2CN,gwg,0.04,-0.41,-0.44,0.43,0.26,-0.17,0.36,0.63,0.27,phx,gwg,1.072340791,-0.058375,NO
2_1_8,2,8,SR_phx_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge,2F,gwg,-0.66,-0.84,-0.18,0.39,0.4,0.01,1.05,1.24,0.19,phx,gwg,1.072340791,0.009275,NO
2_1_8,2,8,SR_phx_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge,4CN,gwg,1.08,0.31,-0.77,1.99,1.45,-0.54,0.85,1.09,0.24,phx,gwg,1.072340791,-0.152325,NO
2_1_8,2,8,SR_phx_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge,2NH2,gwg,-0.11,-0.55,-0.43,-0.19,-0.4,-0.21,-0.14,0.09,0.23,phx,sur,1.072340791,-0.028225,NO
2_1_8,2,8,SR_phx_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge,2CF3,gwg,-1.22,-1.77,-0.54,1.17,0.53,-0.64,2.31,2.21,-0.1,phx,gwg,1.072340791,-0.121175,NO
2_1_8,2,8,SR_phx_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge,2CH3,gwg,-0.26,-0.55,-0.29,-0.22,-0.51,-0.28,-0.04,-0.03,0.01,phx,sur,1.072340791,-0.0556,NO
2_1_8,2,8,SR_phx_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge,2NO2,gwg,0.49,-0.18,-0.67,2.18,1.75,-0.43,1.64,1.87,0.24,phx,sur,1.072340791,-0.0864,NO
2_1_8,2,8,SR_phx_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge,2OH,gwg,-0.58,-0.78,-0.2,0.28,0.19,-0.09,0.83,0.94,0.11,phx,gwg,1.072340791,-0.018025,NO
2_1_8,2,8,SR_phx_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge,4F,gwg,-1.23,-1.66,-0.42,0.89,0.81,-0.08,2.12,2.47,0.35,phx,gwg,1.072340791,-0.028725,NO
2_1_8,2,8,SR_phx_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge,2SH,gwg,-0.56,-0.76,-0.2,0.97,0.81,-0.16,1.51,1.54,0.03,phx,gwg,1.072340791,-0.061075,NO
2_1_8,2,8,SR_phx_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge,4Br,gwg,-0.43,-0.62,-0.19,3.55,3.52,-0.04,3.99,4.14,0.15,phx,sur,1.072340791,-0.1414,NO
2_1_9,2,9,SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl,4H,gwg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fog,gwg,1.123113882,0.0651,NO
2_1_9,2,9,SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl,2Br,gwg,-0.94,-0.94,0.0,0.97,1.19,0.22,1.9,2.13,0.22,fog,gwg,1.123113882,0.001875,NO
2_1_9,2,9,SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl,2CN,gwg,0.04,-0.13,-0.17,0.43,0.45,0.02,0.36,0.55,0.19,fog,gwg,1.123113882,0.002,NO
2_1_9,2,9,SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl,2F,gwg,-0.66,-0.56,0.1,0.39,0.55,0.15,1.05,1.1,0.05,fog,gwg,1.123113882,0.04665,NO
2_1_9,2,9,SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl,4CN,gwg,1.08,0.43,-0.65,1.99,1.45,-0.54,0.85,0.96,0.11,fog,gwg,1.123113882,-0.054525,NO
2_1_9,2,9,SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl,2NH2,gwg,-0.11,-0.43,-0.32,-0.19,-0.29,-0.1,-0.14,0.09,0.22,fog,sur,1.123113882,0.0266,NO
2_1_9,2,9,SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl,2CF3,gwg,-1.22,-1.56,-0.34,1.17,0.78,-0.39,2.31,2.26,-0.06,fog,gwg,1.123113882,-0.0363,NO
2_1_9,2,9,SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl,2CH3,gwg,-0.26,-0.44,-0.18,-0.22,-0.32,-0.09,-0.04,0.04,0.08,fog,sur,1.123113882,0.01385,NO
2_1_9,2,9,SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl,2NO2,gwg,0.49,0.01,-0.48,2.18,1.88,-0.31,1.64,1.81,0.17,fog,sur,1.123113882,-0.01065,NO
2_1_9,2,9,SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl,2OH,gwg,-0.58,-0.48,0.09,0.28,0.34,0.05,0.83,0.79,-0.04,fog,gwg,1.123113882,0.035,NO
2_1_9,2,9,SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl,4F,gwg,-1.23,-1.39,-0.16,0.89,0.98,0.09,2.12,2.37,0.24,fog,gwg,1.123113882,0.027225,NO
2_1_9,2,9,SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl,2SH,gwg,-0.56,-0.65,-0.09,0.97,0.94,-0.04,1.51,1.56,0.05,fog,gwg,1.123113882,0.004625,NO
2_1_9,2,9,SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl,4Br,gwg,-0.43,-0.68,-0.25,3.55,3.37,-0.19,3.99,4.05,0.06,fog,sur,1.123113882,-0.0504,NO
2_1_10,2,10,SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl_1-ntn_edge,4H,gwg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hbk,gwg,1.173825886,0.087075,NO
2_1_10,2,10,SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl_1-ntn_edge,2Br,gwg,-0.94,-0.9,0.04,0.97,1.33,0.36,1.9,2.23,0.33,hbk,gwg,1.173825886,0.0185,NO
2_1_10,2,10,SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl_1-ntn_edge,2CN,gwg,0.04,-0.18,-0.21,0.43,0.52,0.1,0.36,0.66,0.31,hbk,gwg,1.173825886,0.026975,NO
2_1_10,2,10,SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl_1-ntn_edge,2F,gwg,-0.66,-0.59,0.06,0.39,0.6,0.21,1.05,1.2,0.14,hbk,gwg,1.173825886,0.06465,NO
2_1_10,2,10,SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl_1-ntn_edge,4CN,gwg,1.08,0.47,-0.61,1.99,1.56,-0.43,0.85,1.03,0.18,hbk,gwg,1.173825886,-0.034375,NO
2_1_10,2,10,SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl_1-ntn_edge,2NH2,gwg,-0.11,-0.38,-0.27,-0.19,-0.19,0.0,-0.14,0.14,0.28,hbk,sur,1.173825886,0.048025,NO
2_1_10,2,10,SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl_1-ntn_edge,2CF3,gwg,-1.22,-1.58,-0.36,1.17,0.89,-0.28,2.31,2.39,0.08,hbk,gwg,1.173825886,-0.0176,NO
2_1_10,2,10,SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl_1-ntn_edge,2CH3,gwg,-0.26,-0.44,-0.17,-0.22,-0.24,-0.02,-0.04,0.12,0.16,hbk,sur,1.173825886,0.036025,NO
2_1_10,2,10,SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl_1-ntn_edge,2NO2,gwg,0.49,-0.01,-0.5,2.18,1.98,-0.2,1.64,1.94,0.3,hbk,sur,1.173825886,0.00635,NO
2_1_10,2,10,SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl_1-ntn_edge,2OH,gwg,-0.58,-0.52,0.05,0.28,0.4,0.12,0.83,0.89,0.06,hbk,gwg,1.173825886,0.0566,NO
2_1_10,2,10,SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl_1-ntn_edge,4F,gwg,-1.23,-1.38,-0.15,0.89,1.04,0.16,2.12,2.42,0.3,hbk,gwg,1.173825886,0.046775,NO
2_1_10,2,10,SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl_1-ntn_edge,2SH,gwg,-0.56,-0.6,-0.03,0.97,1.06,0.09,1.51,1.63,0.12,hbk,gwg,1.173825886,0.02685,NO
2_1_10,2,10,SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl_1-ntn_edge,4Br,gwg,-0.43,-0.59,-0.16,3.55,3.5,-0.06,3.99,4.09,0.11,hbk,sur,1.173825886,-0.0279,NO
2_1_11,2,11,SR_sty_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge,4H,gwg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sty,gwg,1.360809892,0.0937,NO
2_1_11,2,11,SR_sty_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge,2Br,gwg,-0.94,-0.83,0.11,0.97,1.37,0.4,1.9,2.2,0.29,sty,gwg,1.360809892,0.03755,NO
2_1_11,2,11,SR_sty_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge,2CN,gwg,0.04,-0.15,-0.19,0.43,0.49,0.06,0.36,0.61,0.25,sty,gwg,1.360809892,0.04235,NO
2_1_11,2,11,SR_sty_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge,2F,gwg,-0.66,-0.52,0.13,0.39,0.66,0.27,1.05,1.18,0.13,sty,gwg,1.360809892,0.076075,NO
2_1_11,2,11,SR_sty_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge,4CN,gwg,1.08,0.46,-0.62,1.99,1.47,-0.52,0.85,0.96,0.11,sty,gwg,1.360809892,-0.011525,NO
2_1_11,2,11,SR_sty_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge,2NH2,gwg,-0.11,-0.4,-0.29,-0.19,-0.27,-0.08,-0.14,0.07,0.21,sty,sur,1.360809892,0.057425,NO
2_1_11,2,11,SR_sty_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge,2CF3,gwg,-1.22,-1.59,-0.36,1.17,0.79,-0.38,2.31,2.29,-0.02,sty,gwg,1.360809892,0.001425,NO
2_1_11,2,11,SR_sty_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge,2CH3,gwg,-0.26,-0.39,-0.13,-0.22,-0.24,-0.02,-0.04,0.07,0.11,sty,sur,1.360809892,0.0488,NO
2_1_11,2,11,SR_sty_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge,2NO2,gwg,0.49,-0.07,-0.56,2.18,1.93,-0.25,1.64,1.94,0.31,sty,sur,1.360809892,0.01925,NO
2_1_11,2,11,SR_sty_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge,2OH,gwg,-0.58,-0.55,0.03,0.28,0.37,0.09,0.83,0.89,0.07,sty,gwg,1.360809892,0.069375,NO
2_1_11,2,11,SR_sty_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge,4F,gwg,-1.23,-1.36,-0.13,0.89,1.06,0.17,2.12,2.42,0.3,sty,gwg,1.360809892,0.060675,NO
2_1_11,2,11,SR_sty_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge,2SH,gwg,-0.56,-0.56,0.0,0.97,1.04,0.06,1.51,1.57,0.06,sty,gwg,1.360809892,0.043875,NO
2_1_11,2,11,SR_sty_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge,4Br,gwg,-0.43,-0.56,-0.13,3.55,3.49,-0.06,3.99,4.06,0.07,sty,sur,1.360809892,-0.0104,NO
2_1_12,2,12,SR_mfj_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl,4H,gwg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mfj,gwg,1.47347472,0.06375,NO
2_1_12,2,12,SR_mfj_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl,2Br,gwg,,,,,,,,,,mfj,gwg,1.47347472,,NO
2_1_12,2,12,SR_mfj_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl,2CN,gwg,,,,,,,,,,mfj,gwg,1.47347472,,NO
2_1_12,2,12,SR_mfj_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl,2F,gwg,-0.66,-0.65,0.01,0.39,0.5,0.11,1.05,1.15,0.1,mfj,gwg,1.47347472,0.0444,NO
2_1_12,2,12,SR_mfj_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl,4CN,gwg,1.08,0.25,-0.83,1.99,1.34,-0.65,0.85,1.03,0.18,mfj,gwg,1.47347472,-0.052775,NO
2_1_12,2,12,SR_mfj_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl,2NH2,gwg,,,,,,,,,,mfj,sur,1.47347472,,NO
2_1_12,2,12,SR_mfj_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl,2CF3,gwg,,,,,,,,,,mfj,gwg,1.47347472,,NO
2_1_12,2,12,SR_mfj_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl,2CH3,gwg,,,,,,,,,,mfj,sur,1.47347472,,NO
2_1_12,2,12,SR_mfj_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl,2NO2,gwg,,,,,,,,,,mfj,sur,1.47347472,,NO
2_1_12,2,12,SR_mfj_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl,2OH,gwg,,,,,,,,,,mfj,gwg,1.47347472,,NO
2_1_12,2,12,SR_mfj_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl,4F,gwg,-1.23,-1.54,-0.31,0.89,0.85,-0.04,2.12,2.4,0.28,mfj,gwg,1.47347472,0.027975,NO
2_1_12,2,12,SR_mfj_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl,2SH,gwg,-0.56,-1.19,-0.63,0.97,0.09,-0.88,1.51,1.25,-0.26,mfj,gwg,1.47347472,0.0019,NO
2_1_12,2,12,SR_mfj_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl,4Br,gwg,-0.43,-0.8,-0.36,3.55,3.24,-0.31,3.99,4.04,0.06,mfj,sur,1.47347472,-0.05305,NO
2_1_13,2,13,SR_tfb_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl,4H,gwg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tfb,gwg,1.6324299,0.057625,NO
2_1_13,2,13,SR_tfb_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl,2Br,gwg,-0.94,-1.22,-0.28,0.97,0.93,-0.04,1.9,2.15,0.25,tfb,gwg,1.6324299,-0.00915,NO
2_1_13,2,13,SR_tfb_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl,2CN,gwg,0.04,-0.47,-0.51,0.43,0.17,-0.26,0.36,0.61,0.25,tfb,gwg,1.6324299,-0.00575,NO
2_1_13,2,13,SR_tfb_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl,2F,gwg,-0.66,-0.84,-0.18,0.39,0.43,0.03,1.05,1.27,0.21,tfb,gwg,1.6324299,0.0386,NO
2_1_13,2,13,SR_tfb_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl,4CN,gwg,1.08,0.08,-1.0,1.99,1.16,-0.82,0.85,1.03,0.18,tfb,gwg,1.6324299,-0.070325,NO
2_1_13,2,13,SR_tfb_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl,2NH2,gwg,-0.11,-0.7,-0.59,-0.19,-0.53,-0.33,-0.14,0.11,0.25,tfb,sur,1.6324299,0.014075,NO
2_1_13,2,13,SR_tfb_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl,2CF3,gwg,-1.22,-2.02,-0.8,1.17,0.34,-0.83,2.31,2.28,-0.03,tfb,gwg,1.6324299,-0.052025,NO
2_1_13,2,13,SR_tfb_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl,2CH3,gwg,-0.26,-0.8,-0.54,-0.22,-0.66,-0.44,-0.04,0.06,0.1,tfb,sur,1.6324299,0.0008,NO
2_1_13,2,13,SR_tfb_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl,2NO2,gwg,0.49,-0.37,-0.86,2.18,1.54,-0.64,1.64,1.85,0.22,tfb,sur,1.6324299,-0.029625,NO
2_1_13,2,13,SR_tfb_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl,2OH,gwg,-0.58,-0.79,-0.21,0.28,0.15,-0.13,0.83,0.91,0.08,tfb,gwg,1.6324299,0.028625,NO
2_1_13,2,13,SR_tfb_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl,4F,gwg,-1.23,-1.7,-0.47,0.89,0.79,-0.09,2.12,2.5,0.38,tfb,gwg,1.6324299,0.01775,NO
2_1_13,2,13,SR_tfb_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl,2SH,gwg,-0.56,-0.93,-0.36,0.97,0.65,-0.32,1.51,1.55,0.04,tfb,gwg,1.6324299,-0.008825,NO
2_1_13,2,13,SR_tfb_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl,4Br,gwg,-0.43,-1.07,-0.63,3.55,3.05,-0.5,3.99,4.12,0.13,tfb,sur,1.6324299,-0.0686,NO
2_1_14,2,14,SR_hyx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_1-ntn_edge_2-1B_4H_Chnl,4H,gwg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hyx,gwg,2.123349582,0.035625,NO
2_1_14,2,14,SR_hyx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_1-ntn_edge_2-1B_4H_Chnl,2Br,gwg,-0.94,-0.89,0.05,0.97,1.29,0.32,1.9,2.17,0.27,hyx,gwg,2.123349582,-0.040075,NO
2_1_14,2,14,SR_hyx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_1-ntn_edge_2-1B_4H_Chnl,2CN,gwg,0.04,-0.34,-0.37,0.43,0.32,-0.11,0.36,0.62,0.27,hyx,gwg,2.123349582,-0.03785,NO
2_1_14,2,14,SR_hyx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_1-ntn_edge_2-1B_4H_Chnl,2F,gwg,-0.66,-0.59,0.06,0.39,0.62,0.23,1.05,1.21,0.16,hyx,gwg,2.123349582,0.0124,NO
2_1_14,2,14,SR_hyx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_1-ntn_edge_2-1B_4H_Chnl,4CN,gwg,1.08,0.32,-0.76,1.99,1.45,-0.54,0.85,1.07,0.22,hyx,gwg,2.123349582,-0.1,NO
2_1_14,2,14,SR_hyx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_1-ntn_edge_2-1B_4H_Chnl,2NH2,gwg,-0.11,-0.69,-0.58,-0.19,-0.4,-0.21,-0.14,0.23,0.37,hyx,sur,2.123349582,-0.011775,NO
2_1_14,2,14,SR_hyx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_1-ntn_edge_2-1B_4H_Chnl,2CF3,gwg,-1.22,-1.79,-0.57,1.17,0.55,-0.62,2.31,2.26,-0.05,hyx,gwg,2.123349582,-0.089325,NO
2_1_14,2,14,SR_hyx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_1-ntn_edge_2-1B_4H_Chnl,2CH3,gwg,-0.26,-0.67,-0.41,-0.22,-0.54,-0.32,-0.04,0.05,0.09,hyx,sur,2.123349582,-0.026625,NO
2_1_14,2,14,SR_hyx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_1-ntn_edge_2-1B_4H_Chnl,2NO2,gwg,0.49,-0.21,-0.7,2.18,1.76,-0.43,1.64,1.91,0.28,hyx,sur,2.123349582,-0.062175,NO
2_1_14,2,14,SR_hyx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_1-ntn_edge_2-1B_4H_Chnl,2OH,gwg,-0.58,-0.7,-0.12,0.28,0.21,-0.07,0.83,0.88,0.05,hyx,gwg,2.123349582,-0.00275,NO
2_1_14,2,14,SR_hyx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_1-ntn_edge_2-1B_4H_Chnl,4F,gwg,-1.23,-1.3,-0.07,0.89,1.13,0.24,2.12,2.44,0.31,hyx,gwg,2.123349582,-0.007025,NO
2_1_14,2,14,SR_hyx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_1-ntn_edge_2-1B_4H_Chnl,2SH,gwg,-0.56,-0.73,-0.17,0.97,0.89,-0.09,1.51,1.59,0.08,hyx,gwg,2.123349582,-0.039475,NO
2_1_14,2,14,SR_hyx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_1-ntn_edge_2-1B_4H_Chnl,4Br,gwg,-0.43,-0.9,-0.46,3.55,3.22,-0.33,3.99,4.12,0.14,hyx,sur,2.123349582,-0.099875,NO
2_1_15,2,15,SR_zmj_v1-4c_Cu_1_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl_1-ntn_edge,4H,gwg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zmj,gwg,2.124427883,0.081425,NO
