Switch_ID,Family,memberX,Parent_MOF_name,Fun,topo_family_4h_stable,dFE_4h_stable_topo,dFE_4h_member_topo,dd_FE,dU_4h_stable_topo,dU_4h_member_topo,dd_U,dS_4h_stable_topo,dS_4h_member_topo,dd_S,topo_family_fun_of_4h_member,topo_family_fun_stable,switch_treshold,d_VF,real_switch
1_1_1,1,1,SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,4H,gwg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gwg,gwg,0.0,0.0,NO
1_1_1,1,1,SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,2Br,gwg,-0.8,-0.8,0.0,1.41,1.41,0.0,2.21,2.21,0.0,gwg,tfk,0.0,-0.065025,NO
1_1_1,1,1,SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,2CN,gwg,0.09,0.09,0.0,0.62,0.62,0.0,0.5,0.5,0.0,gwg,gwg,0.0,-0.06655,NO
1_1_1,1,1,SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,2F,gwg,-0.73,-0.73,0.0,0.4,0.4,0.0,1.13,1.13,0.0,gwg,gwg,0.0,-0.020175,NO
1_1_1,1,1,SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,4CN,gwg,1.29,1.29,0.0,2.27,2.27,0.0,0.92,0.92,0.0,gwg,sur,0.0,-0.133575,NO
1_1_1,1,1,SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,2NH2,gwg,-0.26,-0.26,0.0,-0.22,-0.22,0.0,-0.02,-0.02,0.0,gwg,gwg,0.0,-0.040275,NO
1_1_1,1,1,SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,2CF3,gwg,-1.21,-1.21,0.0,1.1,1.1,0.0,2.23,2.23,0.0,gwg,gwg,0.0,-0.11365,NO
1_1_1,1,1,SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,2CH3,gwg,-0.39,-0.39,0.0,-0.43,-0.43,0.0,-0.11,-0.11,0.0,gwg,gwg,0.0,-0.05885,NO
1_1_1,1,1,SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,2NO2,gwg,0.62,0.62,0.0,2.45,2.45,0.0,1.77,1.77,0.0,gwg,gwg,0.0,-0.081025,NO
1_1_1,1,1,SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,2OH,gwg,-0.35,-0.35,0.0,0.44,0.44,0.0,0.76,0.76,0.0,gwg,gwg,0.0,-0.032125,NO
1_1_1,1,1,SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,4F,gwg,-1.42,-1.42,0.0,0.87,0.87,0.0,2.3,2.3,0.0,gwg,tfk,0.0,-0.038675,NO
1_1_1,1,1,SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,2SH,gwg,-0.98,-0.98,0.0,0.49,0.49,0.0,1.44,1.44,0.0,gwg,gwg,0.0,-0.067225,NO
1_1_1,1,1,SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,4Br,gwg,-0.41,-0.41,0.0,4.27,4.27,0.0,4.69,4.69,0.0,gwg,gwg,0.0,-0.13485,NO
1_1_2,1,2,SR_stu_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,4H,gwg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stu,gwg,1.058266149,0.040975,NO
1_1_2,1,2,SR_stu_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2Br,gwg,-0.8,-0.97,-0.17,1.41,1.37,-0.04,2.21,2.34,0.14,stu,tfk,1.058266149,-0.012725,NO
1_1_2,1,2,SR_stu_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2CN,gwg,0.09,-0.15,-0.24,0.62,0.54,-0.08,0.5,0.66,0.16,stu,gwg,1.058266149,-0.012875,NO
1_1_2,1,2,SR_stu_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2F,gwg,-0.73,-0.7,0.03,0.4,0.52,0.12,1.13,1.22,0.09,stu,gwg,1.058266149,0.0228,NO
1_1_2,1,2,SR_stu_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,4CN,gwg,1.29,0.57,-0.72,2.27,1.7,-0.57,0.92,1.08,0.16,stu,sur,1.058266149,-0.065,NO
1_1_2,1,2,SR_stu_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2NH2,gwg,-0.26,-0.39,-0.13,-0.22,-0.2,0.03,-0.02,0.14,0.16,stu,gwg,1.058266149,0.004925,NO
1_1_2,1,2,SR_stu_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2CF3,gwg,-1.21,-1.65,-0.44,1.1,0.91,-0.18,2.23,2.49,0.26,stu,gwg,1.058266149,-0.049425,NO
1_1_2,1,2,SR_stu_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2CH3,gwg,-0.39,-0.33,0.06,-0.43,-0.19,0.23,-0.11,0.07,0.17,stu,gwg,1.058266149,-0.00615,NO
1_1_2,1,2,SR_stu_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2NO2,gwg,0.62,0.1,-0.52,2.45,2.26,-0.19,1.77,2.1,0.33,stu,gwg,1.058266149,-0.031125,NO
1_1_2,1,2,SR_stu_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2OH,gwg,-0.35,-0.59,-0.24,0.44,0.38,-0.06,0.76,0.94,0.19,stu,gwg,1.058266149,0.01045,NO
1_1_2,1,2,SR_stu_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,4F,gwg,-1.42,-1.6,-0.17,0.87,1.03,0.16,2.3,2.63,0.33,stu,tfk,1.058266149,0.006325,NO
1_1_2,1,2,SR_stu_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2SH,gwg,-0.98,-0.57,0.41,0.49,1.18,0.69,1.44,1.72,0.28,stu,gwg,1.058266149,-0.01455,NO
1_1_2,1,2,SR_stu_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,4Br,gwg,-0.41,-0.8,-0.39,4.27,3.71,-0.56,4.69,4.51,-0.18,stu,gwg,1.058266149,-0.060775,NO
1_1_3,1,3,SR_sur_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,4H,gwg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sur,gwg,1.100500198,0.038575,NO
1_1_3,1,3,SR_sur_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,2Br,gwg,-0.8,-0.83,-0.03,1.41,1.49,0.07,2.21,2.31,0.11,sur,tfk,1.100500198,-0.017275,NO
1_1_3,1,3,SR_sur_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,2CN,gwg,0.09,0.08,-0.01,0.62,0.66,0.04,0.5,0.55,0.05,sur,gwg,1.100500198,-0.017675,NO
1_1_3,1,3,SR_sur_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,2F,gwg,-0.73,-0.79,-0.06,0.4,0.5,0.1,1.13,1.29,0.16,sur,gwg,1.100500198,0.0191,NO
1_1_3,1,3,SR_sur_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,4CN,gwg,1.29,0.17,-1.12,2.27,0.96,-1.31,0.92,0.74,-0.18,sur,sur,1.100500198,-0.06335,YES
1_1_3,1,3,SR_sur_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,2NH2,gwg,-0.26,-0.41,-0.16,-0.22,-0.22,0.0,-0.02,0.14,0.16,sur,gwg,1.100500198,0.0021,NO
1_1_3,1,3,SR_sur_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,2CF3,gwg,-1.21,-1.97,-0.76,1.1,0.12,-0.97,2.23,2.02,-0.21,sur,gwg,1.100500198,-0.05035,NO
1_1_3,1,3,SR_sur_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,2CH3,gwg,-0.39,-1.04,-0.64,-0.43,-1.36,-0.94,-0.11,-0.4,-0.29,sur,gwg,1.100500198,-0.0072,NO
1_1_3,1,3,SR_sur_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,2NO2,gwg,0.62,-0.33,-0.96,2.45,1.13,-1.32,1.77,1.41,-0.36,sur,gwg,1.100500198,-0.02995,NO
1_1_3,1,3,SR_sur_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,2OH,gwg,-0.35,-0.52,-0.17,0.44,0.36,-0.08,0.76,0.84,0.09,sur,gwg,1.100500198,0.01205,NO
1_1_3,1,3,SR_sur_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,4F,gwg,-1.42,-1.65,-0.22,0.87,1.01,0.13,2.3,2.66,0.36,sur,tfk,1.100500198,0.003975,NO
1_1_3,1,3,SR_sur_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,2SH,gwg,-0.98,-0.42,0.56,0.49,1.24,0.75,1.44,1.63,0.19,sur,gwg,1.100500198,-0.015225,NO
1_1_3,1,3,SR_sur_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,4Br,gwg,-0.41,-0.63,-0.22,4.27,3.84,-0.43,4.69,4.47,-0.21,sur,gwg,1.100500198,-0.0707,NO
1_1_4,1,4,SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,4H,gwg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lil,gwg,1.119157533,0.035275,NO
1_1_4,1,4,SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,2Br,gwg,-0.8,-0.95,-0.15,1.41,1.5,0.09,2.21,2.44,0.24,lil,tfk,1.119157533,-0.022175,NO
1_1_4,1,4,SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,2CN,gwg,0.09,-0.23,-0.32,0.62,0.38,-0.24,0.5,0.58,0.07,lil,gwg,1.119157533,-0.019075,NO
1_1_4,1,4,SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,2F,gwg,-0.73,-0.83,-0.1,0.4,0.51,0.11,1.13,1.34,0.21,lil,gwg,1.119157533,0.0143,NO
1_1_4,1,4,SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,4CN,gwg,1.29,0.51,-0.78,2.27,1.7,-0.57,0.92,1.14,0.22,lil,sur,1.119157533,-0.069225,NO
1_1_4,1,4,SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,2NH2,gwg,-0.26,-1.18,-0.93,-0.22,-1.24,-1.02,-0.02,-0.11,-0.09,lil,gwg,1.119157533,-0.002075,NO
1_1_4,1,4,SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,2CF3,gwg,-1.21,-1.71,-0.51,1.1,0.91,-0.19,2.23,2.55,0.32,lil,gwg,1.119157533,-0.054925,NO
1_1_4,1,4,SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,2CH3,gwg,-0.39,-1.22,-0.83,-0.43,-1.58,-1.15,-0.11,-0.43,-0.32,lil,gwg,1.119157533,-0.012225,NO
1_1_4,1,4,SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,2NO2,gwg,0.62,0.02,-0.6,2.45,2.26,-0.19,1.77,2.18,0.41,lil,gwg,1.119157533,-0.03595,NO
1_1_4,1,4,SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,2OH,gwg,-0.35,-0.6,-0.26,0.44,0.4,-0.04,0.76,0.98,0.22,lil,gwg,1.119157533,0.008275,NO
1_1_4,1,4,SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,4F,gwg,-1.42,-1.62,-0.2,0.87,1.06,0.19,2.3,2.68,0.39,lil,tfk,1.119157533,0.00045,NO
1_1_4,1,4,SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,2SH,gwg,-0.98,-0.61,0.38,0.49,1.2,0.71,1.44,1.77,0.33,lil,gwg,1.119157533,-0.018925,NO
1_1_4,1,4,SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,4Br,gwg,-0.41,-0.84,-0.43,4.27,3.7,-0.57,4.69,4.54,-0.14,lil,gwg,1.119157533,-0.069125,NO
1_1_5,1,5,SR_stx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,4H,gwg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stx,gwg,1.168073723,0.033375,NO
1_1_5,1,5,SR_stx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2Br,gwg,-0.8,-0.94,-0.15,1.41,1.42,0.01,2.21,2.37,0.16,stx,tfk,1.168073723,-0.021775,NO
1_1_5,1,5,SR_stx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2CN,gwg,0.09,-0.06,-0.14,0.62,0.61,-0.01,0.5,0.63,0.13,stx,gwg,1.168073723,-0.020275,NO
1_1_5,1,5,SR_stx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2F,gwg,-0.73,-0.84,-0.11,0.4,0.53,0.13,1.13,1.37,0.24,stx,gwg,1.168073723,0.015875,NO
1_1_5,1,5,SR_stx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,4CN,gwg,1.29,0.4,-0.89,2.27,1.63,-0.63,0.92,1.18,0.25,stx,sur,1.168073723,-0.073925,NO
1_1_5,1,5,SR_stx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2NH2,gwg,-0.26,-0.37,-0.11,-0.22,-0.22,0.0,-0.02,0.1,0.12,stx,gwg,1.168073723,-0.002675,NO
1_1_5,1,5,SR_stx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2CF3,gwg,-1.21,-1.78,-0.57,1.1,0.88,-0.21,2.23,2.59,0.36,stx,gwg,1.168073723,-0.055125,NO
1_1_5,1,5,SR_stx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2CH3,gwg,-0.39,-0.39,0.01,-0.43,-0.2,0.22,-0.11,0.11,0.22,stx,gwg,1.168073723,-0.013825,NO
1_1_5,1,5,SR_stx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2NO2,gwg,0.62,-0.05,-0.67,2.45,2.19,-0.26,1.77,2.18,0.41,stx,gwg,1.168073723,-0.03685,NO
1_1_5,1,5,SR_stx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2OH,gwg,-0.35,-0.6,-0.26,0.44,0.38,-0.05,0.76,0.96,0.2,stx,gwg,1.168073723,0.007425,NO
1_1_5,1,5,SR_stx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,4F,gwg,-1.42,-1.61,-0.18,0.87,1.04,0.17,2.3,2.65,0.35,stx,tfk,1.168073723,-0.0007,NO
1_1_5,1,5,SR_stx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2SH,gwg,-0.98,-0.63,0.36,0.49,1.14,0.66,1.44,1.74,0.3,stx,gwg,1.168073723,-0.0202,NO
1_1_5,1,5,SR_stx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,4Br,gwg,-0.41,-0.95,-0.54,4.27,3.62,-0.65,4.69,4.57,-0.11,stx,gwg,1.168073723,-0.071275,NO
1_1_6,1,6,SR_ucp_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,4H,gwg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ucp,gwg,1.173365019,0.05535,NO
1_1_6,1,6,SR_ucp_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2Br,gwg,-0.8,-0.96,-0.17,1.41,1.37,-0.05,2.21,2.33,0.12,ucp,tfk,1.173365019,0.008675,NO
1_1_6,1,6,SR_ucp_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2CN,gwg,0.09,-0.19,-0.28,0.62,0.53,-0.09,0.5,0.69,0.19,ucp,gwg,1.173365019,0.009775,NO
1_1_6,1,6,SR_ucp_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2F,gwg,-0.73,-0.78,-0.05,0.4,0.52,0.12,1.13,1.3,0.17,ucp,gwg,1.173365019,0.040775,NO
1_1_6,1,6,SR_ucp_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,4CN,gwg,1.29,0.49,-0.8,2.27,1.66,-0.61,0.92,1.11,0.18,ucp,sur,1.173365019,-0.0379,NO
1_1_6,1,6,SR_ucp_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2NH2,gwg,-0.26,-0.38,-0.12,-0.22,-0.22,0.0,-0.02,0.1,0.12,ucp,gwg,1.173365019,0.0244,NO
1_1_6,1,6,SR_ucp_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2CF3,gwg,-1.21,-1.75,-0.54,1.1,0.89,-0.21,2.23,2.56,0.33,ucp,gwg,1.173365019,-0.023475,NO
1_1_6,1,6,SR_ucp_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2CH3,gwg,-0.39,-0.37,0.03,-0.43,-0.23,0.2,-0.11,0.07,0.17,ucp,gwg,1.173365019,0.01595,NO
1_1_6,1,6,SR_ucp_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2NO2,gwg,0.62,-0.01,-0.63,2.45,2.21,-0.24,1.77,2.16,0.38,ucp,gwg,1.173365019,-0.007125,NO
1_1_6,1,6,SR_ucp_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2OH,gwg,-0.35,-0.6,-0.26,0.44,0.37,-0.07,0.76,0.95,0.19,ucp,gwg,1.173365019,0.031325,NO
1_1_6,1,6,SR_ucp_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,4F,gwg,-1.42,-1.57,-0.15,0.87,1.05,0.17,2.3,2.62,0.33,ucp,tfk,1.173365019,0.024425,NO
1_1_6,1,6,SR_ucp_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2SH,gwg,-0.98,-0.61,0.38,0.49,1.13,0.65,1.44,1.71,0.27,ucp,gwg,1.173365019,0.008525,NO
1_1_6,1,6,SR_ucp_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,4Br,gwg,-0.41,-0.81,-0.4,4.27,3.64,-0.63,4.69,4.45,-0.23,ucp,gwg,1.173365019,-0.035225,NO
1_1_7,1,7,SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,4H,gwg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fog,gwg,1.256597623,0.029525,NO
1_1_7,1,7,SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2Br,gwg,-0.8,-1.04,-0.25,1.41,1.32,-0.09,2.21,2.37,0.16,fog,tfk,1.256597623,-0.02985,NO
1_1_7,1,7,SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2CN,gwg,0.09,-0.18,-0.26,0.62,0.51,-0.11,0.5,0.66,0.16,fog,gwg,1.256597623,-0.029125,NO
1_1_7,1,7,SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2F,gwg,-0.73,-0.65,0.08,0.4,0.64,0.24,1.13,1.28,0.15,fog,gwg,1.256597623,0.01055,NO
1_1_7,1,7,SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,4CN,gwg,1.29,0.32,-0.97,2.27,1.58,-0.69,0.92,1.2,0.27,fog,sur,1.256597623,-0.08625,NO
1_1_7,1,7,SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2NH2,gwg,-0.26,-0.45,-0.19,-0.22,-0.28,-0.05,-0.02,0.12,0.14,fog,gwg,1.256597623,-0.008875,NO
1_1_7,1,7,SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2CF3,gwg,-1.21,-1.65,-0.44,1.1,1.0,-0.1,2.23,2.57,0.34,fog,gwg,1.256597623,-0.0682,NO
1_1_7,1,7,SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2CH3,gwg,-0.39,-0.42,-0.03,-0.43,-0.23,0.19,-0.11,0.11,0.22,fog,gwg,1.256597623,-0.021,NO
1_1_7,1,7,SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2NO2,gwg,0.62,-0.07,-0.69,2.45,2.07,-0.38,1.77,2.08,0.31,fog,gwg,1.256597623,-0.046225,NO
1_1_7,1,7,SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2OH,gwg,-0.35,-0.61,-0.26,0.44,0.39,-0.05,0.76,0.97,0.21,fog,gwg,1.256597623,-0.00035,NO
1_1_7,1,7,SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,4F,gwg,-1.42,-1.64,-0.22,0.87,1.05,0.18,2.3,2.69,0.4,fog,tfk,1.256597623,-0.007525,NO
1_1_7,1,7,SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2SH,gwg,-0.98,-0.7,0.29,0.49,1.07,0.58,1.44,1.74,0.29,fog,gwg,1.256597623,-0.0282,NO
1_1_7,1,7,SR_fog_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,4Br,gwg,-0.41,-0.98,-0.57,4.27,3.54,-0.73,4.69,4.53,-0.16,fog,gwg,1.256597623,-0.0807,NO
1_1_8,1,8,SR_fof_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,4H,gwg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fof,gwg,1.310018433,0.034675,NO
1_1_8,1,8,SR_fof_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2Br,gwg,-0.8,-1.14,-0.35,1.41,1.31,-0.1,2.21,2.45,0.25,fof,tfk,1.310018433,-0.023,NO
1_1_8,1,8,SR_fof_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2CN,gwg,0.09,-0.23,-0.32,0.62,0.5,-0.12,0.5,0.7,0.2,fof,gwg,1.310018433,-0.0238,NO
1_1_8,1,8,SR_fof_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2F,gwg,-0.73,-0.68,0.05,0.4,0.64,0.24,1.13,1.32,0.19,fof,gwg,1.310018433,0.017225,NO
1_1_8,1,8,SR_fof_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,4CN,gwg,1.29,0.33,-0.96,2.27,1.46,-0.81,0.92,1.08,0.15,fof,sur,1.310018433,-0.0769,NO
1_1_8,1,8,SR_fof_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2NH2,gwg,-0.26,-0.47,-0.21,-0.22,-0.29,-0.07,-0.02,0.12,0.15,fof,gwg,1.310018433,-0.00295,NO
1_1_8,1,8,SR_fof_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2CF3,gwg,-1.21,-1.73,-0.53,1.1,0.83,-0.26,2.23,2.49,0.26,fof,gwg,1.310018433,-0.060125,NO
1_1_8,1,8,SR_fof_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2CH3,gwg,-0.39,-0.45,-0.05,-0.43,-0.27,0.16,-0.11,0.1,0.21,fof,gwg,1.310018433,-0.01495,NO
1_1_8,1,8,SR_fof_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2NO2,gwg,0.62,-0.04,-0.66,2.45,2.03,-0.42,1.77,2.02,0.24,fof,gwg,1.310018433,-0.039275,NO
1_1_8,1,8,SR_fof_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2OH,gwg,-0.35,-0.63,-0.28,0.44,0.39,-0.05,0.76,0.99,0.23,fof,gwg,1.310018433,0.008525,NO
1_1_8,1,8,SR_fof_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,4F,gwg,-1.42,-1.61,-0.19,0.87,1.06,0.18,2.3,2.67,0.37,fof,tfk,1.310018433,0.001525,NO
1_1_8,1,8,SR_fof_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2SH,gwg,-0.98,-0.75,0.23,0.49,1.04,0.56,1.44,1.77,0.32,fof,gwg,1.310018433,-0.02195,NO
1_1_8,1,8,SR_fof_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,4Br,gwg,-0.41,-1.06,-0.65,4.27,3.47,-0.81,4.69,4.53,-0.16,fof,gwg,1.310018433,-0.077625,NO
1_1_9,1,9,SR_tfk_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,4H,gwg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tfk,gwg,1.42011236,0.009475,NO
1_1_9,1,9,SR_tfk_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2Br,gwg,-0.8,-2.36,-1.57,1.41,-0.7,-2.11,2.21,1.66,-0.54,tfk,tfk,1.42011236,-0.0516,YES
1_1_9,1,9,SR_tfk_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2CN,gwg,0.09,-0.44,-0.53,0.62,0.29,-0.33,0.5,0.7,0.2,tfk,gwg,1.42011236,-0.0481,NO
1_1_9,1,9,SR_tfk_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,2F,gwg,-0.73,-0.92,-0.19,0.4,0.46,0.06,1.13,1.38,0.25,tfk,gwg,1.42011236,-0.006025,NO
1_1_9,1,9,SR_tfk_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,4CN,gwg,1.29,1.19,-0.1,2.27,2.19,-0.08,0.92,0.94,0.01,tfk,sur,1.42011236,-0.12495,NO
