MOF_name,fun,delta_FE,delta_dLM_FE,delta_POTE,delta_vdw,delta_ebond,delta_eang,delta_edihe,delta_eimp,delta_entropy,parent_VF,parent_Hs_frac,parent_SA_vol,parent_SA_gra,parent_inv_dens,parent_dens_atoms_UC,total_fun_mass,fun_rotations,fun_Ks_CX,fun_equiDist_CX,fun_Ks_extra,fun_equiDist_extra,fun_height,fun_EleDiff_CX,fun_EleDiff_Xres,fun_eps_eff,fun_sig_eff,hs_per_fun
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-1B_2OH_Chnl,2OH,-0.84204334,-0.8628766870000002,-0.1330000000000009,-0.2219999999999999,-0.0870000000000001,-0.0010000000000001,0.1959999999999997,-0.0179999999999999,0.7090433399999991,0.807275,0.3111111111111111,2025.59,5257.91,2.59573728,0.022984318,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-1B_2SH_Chnl,2SH,-1.1661633900000012,-1.186996732,0.0489999999999994,-0.3689999999999998,-0.0580000000000002,0.0719999999999998,0.4269999999999996,-0.0219999999999999,1.2151633900000007,0.807275,0.3111111111111111,2025.59,5257.91,2.59573728,0.022984318,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-1B_4Br_Chnl,4Br,-0.6007513499999995,-0.6007513560000002,2.6129999999999995,0.7170000000000005,0.371,-0.0010000000000001,1.524,0.002,3.213751349999999,0.807275,0.3111111111111111,2025.59,5257.91,2.59573728,0.022984318,319.616,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,0.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-1B_4CN_Chnl,4CN,-0.7767895100000004,-0.81525106,0.0500000000000007,0.0350000000000001,0.0229999999999996,0.0709999999999999,-0.0359999999999995,-0.043,0.8267895100000011,0.807275,0.3111111111111111,2025.59,5257.91,2.59573728,0.022984318,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-1B_4F_Chnl,4F,-1.4405347500000012,-1.440534757,0.3780000000000001,0.08,0.0009999999999998,-0.018,0.322,-0.008,1.8185347500000013,0.807275,0.3111111111111111,2025.59,5257.91,2.59573728,0.022984318,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_4H_Chnl,4H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8653,0.3384615384615385,1565.66,6164.45,3.937271392,0.016395188,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_2Br_Chnl,2Br,-1.4698629700000012,-1.469862965,0.7089999999999996,0.0040000000000004,0.1099999999999998,0.1480000000000001,0.4499999999999997,-0.003,2.178862970000001,0.8653,0.3384615384615385,1565.66,6164.45,3.937271392,0.016395188,161.82368,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,2.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_2CF3_Chnl,2CF3,-2.1765080599999997,-2.2233830589999997,0.2740000000000009,-0.2719999999999998,0.0129999999999999,0.6420000000000001,-0.0750000000000001,-0.033,2.4505080600000007,0.8653,0.3384615384615385,1565.66,6164.45,3.937271392,0.016395188,140.02768,3.0,1547.84544496,1.486,1747.93181432,1.38152,1.9944,0.0,4.29,1.06692,11.061,2.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_2CH3_Chnl,2CH3,-0.8815127400000016,-0.928387738,-0.904,-0.8089999999999997,-0.1470000000000002,0.407,-0.3200000000000003,-0.035,-0.0224872599999983,0.8653,0.3384615384615385,1565.66,6164.45,3.937271392,0.016395188,32.08568,3.0,1385.19432776,1.1094,1385.19432776,1.1094,1.8861,0.0,-1.05,0.991608,9.378,8.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_2CN_Chnl,2CN,-0.6185387099999993,-0.6376359319999999,-0.1189999999999997,-0.242,-0.008,0.2079999999999999,-0.0590000000000001,-0.018,0.4995387099999995,0.8653,0.3384615384615385,1565.66,6164.45,3.937271392,0.016395188,54.05168,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,2.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_2F_Chnl,2F,-0.9111902700000024,-0.911190265,0.2940000000000005,0.0670000000000001,0.0109999999999996,-0.0069999999999998,0.2249999999999996,-0.003,1.2051902700000028,0.8653,0.3384615384615385,1565.66,6164.45,3.937271392,0.016395188,40.01168,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,2.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_2NH2_Chnl,2NH2,-0.8586598500000022,-0.8930348519999999,-0.7940000000000005,-0.5129999999999999,-0.145,0.1839999999999999,-0.2930000000000001,-0.028,0.0646598500000017,0.8653,0.3384615384615385,1565.66,6164.45,3.937271392,0.016395188,34.05968,2.0,2344.16520312,1.42319,2208.74933184,1.04442,1.7385,0.49,-1.68,0.656888,6.182,6.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_2NO2_Chnl,2NO2,-0.6619321500000019,-0.6963071469999998,1.3030000000000008,0.04,-0.0190000000000001,0.1839999999999999,1.084,0.0139999999999999,1.9649321500000028,0.8653,0.3384615384615385,1565.66,6164.45,3.937271392,0.016395188,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_2OH_Chnl,2OH,-0.8857208000000014,-0.904818013,-0.0350000000000001,-0.1759999999999997,-0.0660000000000002,0.024,0.1969999999999996,-0.015,0.8507208000000013,0.8653,0.3384615384615385,1565.66,6164.45,3.937271392,0.016395188,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_2SH_Chnl,2SH,-1.1311871599999996,-1.150284381,0.407,-0.2009999999999996,0.0209999999999999,0.1660000000000001,0.4380000000000001,-0.017,1.5381871599999997,0.8653,0.3384615384615385,1565.66,6164.45,3.937271392,0.016395188,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_4Br_Chnl,4Br,-1.777817540000001,-1.77781754,2.6690000000000005,1.226,0.52,-0.1259999999999999,1.0609999999999995,-0.012,4.446817540000001,0.8653,0.3384615384615385,1565.66,6164.45,3.937271392,0.016395188,319.616,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,0.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_4CN_Chnl,4CN,-0.1232017300000016,-0.1575767289999998,0.8659999999999997,0.4599999999999999,0.2479999999999997,0.1560000000000001,0.0379999999999998,-0.035,0.9892017300000012,0.8653,0.3384615384615385,1565.66,6164.45,3.937271392,0.016395188,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_4F_Chnl,4F,-1.84658589,-1.84658589,0.6099999999999994,0.2610000000000001,0.044,-0.016,0.326,-0.005,2.4565858899999995,0.8653,0.3384615384615385,1565.66,6164.45,3.937271392,0.016395188,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,4H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893825,0.3384615384615385,1199.37,6120.04,5.10269167,0.012630838,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2Br_Chnl,2Br,-1.4833200899999994,-1.48332009,0.9480000000000004,-0.5159999999999996,-0.0350000000000001,0.098,1.4059999999999997,-0.006,2.43132009,0.893825,0.3384615384615385,1199.37,6120.04,5.10269167,0.012630838,161.82368,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,2.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2CF3_Chnl,2CF3,-2.5237031200000004,-2.570578116,0.1180000000000003,-0.7469999999999999,-0.1219999999999998,0.4890000000000001,0.5419999999999998,-0.044,2.6417031200000007,0.893825,0.3384615384615385,1199.37,6120.04,5.10269167,0.012630838,140.02768,3.0,1547.84544496,1.486,1747.93181432,1.38152,1.9944,0.0,4.29,1.06692,11.061,2.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2CH3_Chnl,2CH3,-1.029506510000001,-1.076381509,-0.8729999999999993,-1.2199999999999998,-0.2640000000000002,0.322,0.3319999999999998,-0.044,0.1565065100000016,0.893825,0.3384615384615385,1199.37,6120.04,5.10269167,0.012630838,32.08568,3.0,1385.19432776,1.1094,1385.19432776,1.1094,1.8861,0.0,-1.05,0.991608,9.378,8.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2CN_Chnl,2CN,-0.6785347200000018,-0.69763194,0.1230000000000011,-0.5669999999999997,-0.1120000000000001,0.1959999999999999,0.6260000000000003,-0.021,0.8015347200000029,0.893825,0.3384615384615385,1199.37,6120.04,5.10269167,0.012630838,54.05168,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,2.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2F_Chnl,2F,-0.8118902699999992,-0.811890263,0.5210000000000008,-0.0249999999999994,-0.0100000000000002,0.0129999999999999,0.548,-0.005,1.33289027,0.893825,0.3384615384615385,1199.37,6120.04,5.10269167,0.012630838,40.01168,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,2.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2NH2_Chnl,2NH2,-0.8771668199999993,-0.911541814,-0.6359999999999992,-0.7589999999999995,-0.205,0.183,0.1799999999999997,-0.034,0.2411668200000001,0.893825,0.3384615384615385,1199.37,6120.04,5.10269167,0.012630838,34.05968,2.0,2344.16520312,1.42319,2208.74933184,1.04442,1.7385,0.49,-1.68,0.656888,6.182,6.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2NO2_Chnl,2NO2,-0.6034840999999993,-0.637859094,1.5280000000000005,-0.2919999999999998,-0.104,0.173,1.739,0.0129999999999999,2.1314841,0.893825,0.3384615384615385,1199.37,6120.04,5.10269167,0.012630838,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2OH_Chnl,2OH,-0.8841049400000003,-0.903202153,0.0999999999999996,-0.3289999999999997,-0.1089999999999999,0.028,0.5300000000000002,-0.019,0.98410494,0.893825,0.3384615384615385,1199.37,6120.04,5.10269167,0.012630838,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2SH_Chnl,2SH,-1.1600556300000022,-1.179152852,0.6300000000000008,-0.6519999999999997,-0.0990000000000002,0.139,1.263,-0.021,1.790055630000003,0.893825,0.3384615384615385,1199.37,6120.04,5.10269167,0.012630838,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4Br_Chnl,4Br,-1.389612800000002,-1.389612799,3.1880000000000006,0.6640000000000006,0.411,-0.1029999999999999,2.226,-0.011,4.5776128000000025,0.893825,0.3384615384615385,1199.37,6120.04,5.10269167,0.012630838,319.616,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,0.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4CN_Chnl,4CN,0.639794890000001,0.6054198960000001,1.7219999999999995,0.2190000000000003,0.1999999999999997,0.215,1.1189999999999998,-0.031,1.0822051099999983,0.893825,0.3384615384615385,1199.37,6120.04,5.10269167,0.012630838,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4F_Chnl,4F,-1.783970159999999,-1.783970154,0.939,0.1520000000000001,-0.0060000000000002,-0.0069999999999998,0.8040000000000003,-0.003,2.722970159999999,0.893825,0.3384615384615385,1199.37,6120.04,5.10269167,0.012630838,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_4H_Chnl,4H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.945125,0.3619047619047619,656.256,7039.6,10.72690899,0.006473075,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2Br_Chnl,2Br,-1.7185598800000008,-1.718559883,1.1260000000000012,-0.2019999999999999,0.0939999999999998,0.1839999999999999,1.0510000000000002,-0.001,2.844559880000002,0.945125,0.3619047619047619,656.256,7039.6,10.72690899,0.006473075,161.82368,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,2.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2CF3_Chnl,2CF3,-2.4921480900000006,-2.525548913,0.4330000000000016,-0.5379999999999998,0.0299999999999998,0.696,0.2789999999999999,-0.034,2.925148090000002,0.945125,0.3619047619047619,656.256,7039.6,10.72690899,0.006473075,140.02768,3.0,1547.84544496,1.486,1747.93181432,1.38152,1.9944,0.0,4.29,1.06692,11.061,2.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2CH3_Chnl,2CH3,-0.849106980000002,-0.882507803,-0.8579999999999988,-1.097,-0.1320000000000001,0.4649999999999998,-0.0579999999999998,-0.036,-0.0088930199999968,0.945125,0.3619047619047619,656.256,7039.6,10.72690899,0.006473075,32.08568,3.0,1385.19432776,1.1094,1385.19432776,1.1094,1.8861,0.0,-1.05,0.991608,9.378,8.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2CN_Chnl,2CN,-0.6664786100000022,-0.680581178,0.1600000000000001,-0.4420000000000001,-0.0090000000000003,0.2709999999999999,0.3580000000000001,-0.017,0.8264786100000023,0.945125,0.3619047619047619,656.256,7039.6,10.72690899,0.006473075,54.05168,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,2.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2F_Chnl,2F,-1.1501834399999993,-1.150183441,0.4940000000000015,0.0439999999999995,0.0129999999999999,0.0159999999999997,0.4239999999999999,-0.002,1.6441834400000008,0.945125,0.3619047619047619,656.256,7039.6,10.72690899,0.006473075,40.01168,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,2.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2NH2_Chnl,2NH2,-0.8538523500000004,-0.878739236,-0.6649999999999991,-0.7770000000000001,-0.1440000000000001,0.248,0.0379999999999998,-0.03,0.1888523500000012,0.945125,0.3619047619047619,656.256,7039.6,10.72690899,0.006473075,34.05968,2.0,2344.16520312,1.42319,2208.74933184,1.04442,1.7385,0.49,-1.68,0.656888,6.182,6.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2NO2_Chnl,2NO2,-0.4538913200000003,-0.478778208,1.9000000000000004,-0.1159999999999996,-0.0210000000000003,0.25,1.7649999999999997,0.022,2.3538913200000007,0.945125,0.3619047619047619,656.256,7039.6,10.72690899,0.006473075,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2OH_Chnl,2OH,-0.9097316000000006,-0.923834169,0.1780000000000008,-0.3559999999999998,-0.06,0.0439999999999998,0.5659999999999998,-0.017,1.0877316000000017,0.945125,0.3619047619047619,656.256,7039.6,10.72690899,0.006473075,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2SH_Chnl,2SH,-1.1857435900000013,-1.199846164,0.7890000000000015,-0.403,0.0079999999999995,0.2069999999999998,0.9939999999999998,-0.016,1.9747435900000028,0.945125,0.3619047619047619,656.256,7039.6,10.72690899,0.006473075,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_4Br_Chnl,4Br,-2.1077228000000012,-2.107722802,3.5420000000000016,1.2640000000000002,0.5159999999999996,-0.1520000000000001,1.9189999999999996,-0.004,5.649722800000003,0.945125,0.3619047619047619,656.256,7039.6,10.72690899,0.006473075,319.616,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,0.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_4CN_Chnl,4CN,-0.1816152200000012,-0.2065021069999999,1.1950000000000005,0.3970000000000002,0.2769999999999997,0.1879999999999999,0.3650000000000002,-0.033,1.3766152200000017,0.945125,0.3619047619047619,656.256,7039.6,10.72690899,0.006473075,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_4F_Chnl,4F,-2.2968567600000007,-2.296856757,0.968,0.2019999999999999,0.0669999999999997,-0.012,0.7149999999999999,-0.005,3.2648567600000007,0.945125,0.3619047619047619,656.256,7039.6,10.72690899,0.006473075,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_nox_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-1B_4H_Chnl_1-ntn_edge,4H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.815875,0.3111111111111111,1819.03,5106.6,2.807324872,0.02126513,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_nox_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-1B_2Br_Chnl_1-ntn_edge,2Br,-1.167820930000001,-1.167820926,0.5009999999999994,-0.3889999999999998,-0.0059999999999997,0.0879999999999998,0.8100000000000005,-0.002,1.6688209300000008,0.815875,0.3111111111111111,1819.03,5106.6,2.807324872,0.02126513,161.82368,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,2.0
SR_nox_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-1B_2CF3_Chnl_1-ntn_edge,2CF3,-2.1572023700000003,-2.210773798,-0.2279999999999997,-0.601,-0.1399999999999996,0.373,0.1920000000000001,-0.051,1.9292023700000005,0.815875,0.3111111111111111,1819.03,5106.6,2.807324872,0.02126513,140.02768,3.0,1547.84544496,1.486,1747.93181432,1.38152,1.9944,0.0,4.29,1.06692,11.061,2.0
SR_nox_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-1B_2CH3_Chnl_1-ntn_edge,2CH3,-1.016045990000002,-1.069617421,-0.9890000000000008,-0.935,-0.2429999999999998,0.246,-0.0149999999999996,-0.043,0.0270459900000012,0.815875,0.3111111111111111,1819.03,5106.6,2.807324872,0.02126513,32.08568,3.0,1385.19432776,1.1094,1385.19432776,1.1094,1.8861,0.0,-1.05,0.991608,9.378,8.0
SR_nox_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-1B_2CN_Chnl_1-ntn_edge,2CN,-0.4844368299999999,-0.505270165,-0.1159999999999996,-0.4159999999999999,-0.0709999999999997,0.1499999999999999,0.2350000000000003,-0.013,0.3684368300000002,0.815875,0.3111111111111111,1819.03,5106.6,2.807324872,0.02126513,54.05168,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,2.0
SR_nox_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-1B_2F_Chnl_1-ntn_edge,2F,-0.5829704000000007,-0.5829704019999999,0.2159999999999993,0.0090000000000003,0.0020000000000002,0.0049999999999998,0.2010000000000005,-0.002,0.7989704,0.815875,0.3111111111111111,1819.03,5106.6,2.807324872,0.02126513,40.01168,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,2.0
SR_nox_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-1B_2NH2_Chnl_1-ntn_edge,2NH2,-0.7923532400000006,-0.830814787,-0.7170000000000005,-0.5589999999999997,-0.1699999999999999,0.147,-0.1049999999999995,-0.031,0.0753532400000001,0.815875,0.3111111111111111,1819.03,5106.6,2.807324872,0.02126513,34.05968,2.0,2344.16520312,1.42319,2208.74933184,1.04442,1.7385,0.49,-1.68,0.656888,6.182,6.0
SR_nox_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-1B_2NO2_Chnl_1-ntn_edge,2NO2,-0.5154958700000023,-0.553957415,0.9589999999999996,-0.2039999999999997,-0.0899999999999998,0.1599999999999999,1.0950000000000006,-0.001,1.474495870000002,0.815875,0.3111111111111111,1819.03,5106.6,2.807324872,0.02126513,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_nox_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-1B_2OH_Chnl_1-ntn_edge,2OH,-0.762828350000003,-0.7836616839999999,-0.1050000000000004,-0.2239999999999997,-0.0849999999999999,0.014,0.205,-0.015,0.6578283500000026,0.815875,0.3111111111111111,1819.03,5106.6,2.807324872,0.02126513,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_nox_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-1B_2SH_Chnl_1-ntn_edge,2SH,-1.008898300000002,-1.029731636,0.2029999999999994,-0.5049999999999999,-0.0779999999999998,0.1109999999999999,0.6950000000000003,-0.02,1.2118983000000014,0.815875,0.3111111111111111,1819.03,5106.6,2.807324872,0.02126513,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_nox_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-1B_4Br_Chnl_1-ntn_edge,4Br,-1.8022199300000032,-1.802219926,1.5329999999999997,0.1619999999999999,0.1990000000000003,-0.082,1.277,-0.023,3.3352199300000027,0.815875,0.3111111111111111,1819.03,5106.6,2.807324872,0.02126513,319.616,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,0.0
SR_nox_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-1B_4CN_Chnl_1-ntn_edge,4CN,-0.1459157100000006,-0.184377247,0.5259999999999998,0.0659999999999998,0.104,0.1219999999999998,0.2630000000000008,-0.03,0.6719157100000004,0.815875,0.3111111111111111,1819.03,5106.6,2.807324872,0.02126513,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_nox_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-1B_4F_Chnl_1-ntn_edge,4F,-1.1456387000000028,-1.145638697,0.6679999999999993,0.2330000000000005,0.064,0.0269999999999999,0.3400000000000007,0.002,1.813638700000002,0.815875,0.3111111111111111,1819.03,5106.6,2.807324872,0.02126513,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_nox_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-2B_4H_Chnl_1-ntn_edge,4H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86735,0.3384615384615385,1379.98,5835.39,4.228580127,0.015271829,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_nox_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-2B_2Br_Chnl_1-ntn_edge,2Br,-1.541497230000001,-1.541497229,0.7969999999999988,-0.33,0.0,0.1169999999999999,1.0109999999999997,0.001,2.33849723,0.86735,0.3384615384615385,1379.98,5835.39,4.228580127,0.015271829,161.82368,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,2.0
SR_nox_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-2B_2CF3_Chnl_1-ntn_edge,2CF3,-1.9985414499999976,-2.045416452,0.4849999999999994,-0.5250000000000004,-0.0510000000000001,0.6779999999999999,0.4200000000000004,-0.037,2.483541449999997,0.86735,0.3384615384615385,1379.98,5835.39,4.228580127,0.015271829,140.02768,3.0,1547.84544496,1.486,1747.93181432,1.38152,1.9944,0.0,4.29,1.06692,11.061,2.0
SR_nox_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-2B_2CH3_Chnl_1-ntn_edge,2CH3,-0.9097561600000006,-0.956631161,-0.8640000000000008,-1.036,-0.2230000000000003,0.379,0.056,-0.038,0.0457561599999998,0.86735,0.3384615384615385,1379.98,5835.39,4.228580127,0.015271829,32.08568,3.0,1385.19432776,1.1094,1385.19432776,1.1094,1.8861,0.0,-1.05,0.991608,9.378,8.0
SR_nox_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-2B_2CN_Chnl_1-ntn_edge,2CN,-0.5794083999999984,-0.598505616,0.0449999999999999,-0.4530000000000003,-0.0730000000000004,0.217,0.3740000000000001,-0.019,0.6244083999999983,0.86735,0.3384615384615385,1379.98,5835.39,4.228580127,0.015271829,54.05168,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,2.0
