MOF_name,fun,delta_FE,delta_dLM_FE,delta_POTE,delta_vdw,delta_ebond,delta_eang,delta_edihe,delta_eimp,delta_entropy,parent_VF,parent_Hs_frac,parent_SA_vol,parent_SA_gra,parent_inv_dens,parent_dens_atoms_UC,total_fun_mass,fun_rotations,fun_Ks_CX,fun_equiDist_CX,fun_Ks_extra,fun_equiDist_extra,fun_height,fun_EleDiff_CX,fun_EleDiff_Xres,fun_eps_eff,fun_sig_eff,hs_per_fun
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-2B_2OH_Chnl_1-ntn_edge,2OH,-0.8422375700000018,-0.86763439,0.2590000000000003,-0.3420000000000001,-0.1320000000000001,0.0249999999999999,0.722,-0.014,1.101237570000002,0.9086,0.3392857142857143,1052.8,6269.93,5.955465032,0.010663295,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-2B_2SH_Chnl_1-ntn_edge,2SH,-1.050771440000002,-1.076168255,0.8950000000000014,-0.4830000000000001,-0.0700000000000002,0.1899999999999999,1.2710000000000004,-0.013,1.9457714400000032,0.9086,0.3392857142857143,1052.8,6269.93,5.955465032,0.010663295,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-2B_4Br_Chnl_1-ntn_edge,4Br,-2.1465653500000013,-2.146565343,2.338000000000001,-0.0650000000000003,0.4389999999999996,-0.1359999999999999,2.087,0.0139999999999999,4.484565350000002,0.9086,0.3392857142857143,1052.8,6269.93,5.955465032,0.010663295,319.616,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,0.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-2B_4CN_Chnl_1-ntn_edge,4CN,-0.1182589200000023,-0.16332934,1.221,0.157,0.1099999999999998,0.143,0.8360000000000003,-0.025,1.3392589200000025,0.9086,0.3392857142857143,1052.8,6269.93,5.955465032,0.010663295,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-2B_4F_Chnl_1-ntn_edge,4F,-2.1464291100000015,-2.146429112,1.0090000000000003,0.2009999999999996,0.0109999999999996,-0.0089999999999998,0.8090000000000002,-0.003,3.155429110000002,0.9086,0.3392857142857143,1052.8,6269.93,5.955465032,0.010663295,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-1B_4H_Chnl,4H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693975,0.238095238095238,2453.33,3451.43,1.406831857,0.033960131,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-1B_2Br_Chnl,2Br,-0.4135116200000013,-0.413511624,0.3080000000000016,-0.2650000000000001,-0.016,0.06,0.5270000000000001,0.003,0.7215116200000029,0.693975,0.238095238095238,2453.33,3451.43,1.406831857,0.033960131,161.82368,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,2.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-1B_2CF3_Chnl,2CF3,-0.9375344400000004,-1.009273574,0.0710000000000015,-0.399,-0.2190000000000003,0.1600000000000001,0.5470000000000002,-0.017,1.0085344400000018,0.693975,0.238095238095238,2453.33,3451.43,1.406831857,0.033960131,140.02768,3.0,1547.84544496,1.486,1747.93181432,1.38152,1.9944,0.0,4.29,1.06692,11.061,2.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-1B_2CH3_Chnl,2CH3,-0.2460713700000028,-0.317810504,-0.3349999999999991,-0.597,-0.266,0.1129999999999999,0.4289999999999998,-0.0129999999999999,-0.0889286299999962,0.693975,0.238095238095238,2453.33,3451.43,1.406831857,0.033960131,32.08568,3.0,1385.19432776,1.1094,1385.19432776,1.1094,1.8861,0.0,-1.05,0.991608,9.378,8.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-1B_2CN_Chnl,2CN,0.0139275699999998,-0.0122628989999999,0.0230000000000014,-0.278,-0.088,0.076,0.3189999999999999,-0.0049999999999999,0.0090724300000015,0.693975,0.238095238095238,2453.33,3451.43,1.406831857,0.033960131,54.05168,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,2.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-1B_2F_Chnl,2F,-0.1202746900000022,-0.1202746869999999,0.1780000000000008,-0.0500000000000002,-0.008,0.0010000000000001,0.2339999999999999,0.0,0.298274690000003,0.693975,0.238095238095238,2453.33,3451.43,1.406831857,0.033960131,40.01168,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,2.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-1B_2NH2_Chnl,2NH2,-0.0877975200000023,-0.1377975219999999,-0.2439999999999997,-0.3540000000000001,-0.1960000000000001,0.0530000000000001,0.2629999999999999,-0.0109999999999999,-0.1562024799999974,0.693975,0.238095238095238,2453.33,3451.43,1.406831857,0.033960131,34.05968,2.0,2344.16520312,1.42319,2208.74933184,1.04442,1.7385,0.49,-1.68,0.656888,6.182,6.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-1B_2NO2_Chnl,2NO2,-0.0206490900000027,-0.070649091,0.6600000000000001,-0.1299999999999999,-0.1350000000000002,0.0550000000000001,0.8599999999999999,0.01,0.6806490900000028,0.693975,0.238095238095238,2453.33,3451.43,1.406831857,0.033960131,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-1B_2OH_Chnl,2OH,-0.1285483800000015,-0.1547388509999999,0.0350000000000001,-0.2030000000000003,-0.1009999999999999,0.0,0.3450000000000002,-0.0069999999999999,0.1635483800000017,0.693975,0.238095238095238,2453.33,3451.43,1.406831857,0.033960131,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-1B_2SH_Chnl,2SH,-0.2556720200000022,-0.281862495,0.1980000000000004,-0.3250000000000002,-0.084,0.052,0.5579999999999998,-0.002,0.4536720200000026,0.693975,0.238095238095238,2453.33,3451.43,1.406831857,0.033960131,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-1B_4Br_Chnl,4Br,-0.7703941900000011,-0.770394188,0.8920000000000012,-0.0209999999999999,0.0729999999999999,-0.0689999999999999,0.912,-0.002,1.6623941900000023,0.693975,0.238095238095238,2453.33,3451.43,1.406831857,0.033960131,319.616,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,0.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-1B_4CN_Chnl,4CN,0.0722429099999999,0.022242905,0.3020000000000014,-0.0470000000000001,-0.0529999999999999,0.0290000000000001,0.3860000000000001,-0.0119999999999999,0.2297570900000014,0.693975,0.238095238095238,2453.33,3451.43,1.406831857,0.033960131,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-1B_4F_Chnl,4F,-0.5354129600000022,-0.535412966,0.3390000000000004,-0.0510000000000001,-0.024,-0.006,0.4220000000000001,-0.001,0.8744129600000026,0.693975,0.238095238095238,2453.33,3451.43,1.406831857,0.033960131,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_4H_Chnl,4H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.710775,0.2692307692307692,2518.34,4047.43,1.607184759,0.03217864,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_2Br_Chnl,2Br,-0.8249633799999998,-0.824963381,0.3019999999999996,-0.2810000000000001,0.0100000000000002,0.0589999999999999,0.5169999999999999,-0.002,1.1269633799999994,0.710775,0.2692307692307692,2518.34,4047.43,1.607184759,0.03217864,161.82368,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,2.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_2CF3_Chnl,2CF3,-1.2513332300000002,-1.336494516,0.0779999999999994,-0.3069999999999999,-0.1560000000000001,0.3560000000000001,0.2059999999999999,-0.02,1.3293332299999996,0.710775,0.2692307692307692,2518.34,4047.43,1.607184759,0.03217864,140.02768,3.0,1547.84544496,1.486,1747.93181432,1.38152,1.9944,0.0,4.29,1.06692,11.061,2.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_2CH3_Chnl,2CH3,-0.3026832800000001,-0.387844565,-0.548,-0.6109999999999998,-0.266,0.2250000000000001,0.129,-0.023,-0.2453167199999999,0.710775,0.2692307692307692,2518.34,4047.43,1.607184759,0.03217864,32.08568,3.0,1385.19432776,1.1094,1385.19432776,1.1094,1.8861,0.0,-1.05,0.991608,9.378,8.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_2CN_Chnl,2CN,-0.0261131400000032,-0.0587057319999999,-0.0050000000000007,-0.258,-0.0789999999999997,0.1100000000000001,0.2339999999999999,-0.012,0.0211131400000024,0.710775,0.2692307692307692,2518.34,4047.43,1.607184759,0.03217864,54.05168,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,2.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_2F_Chnl,2F,-0.3331897000000019,-0.333189702,0.1910000000000007,-0.0809999999999999,-0.0409999999999999,-0.024,0.3369999999999997,0.0,0.5241897000000026,0.710775,0.2692307692307692,2518.34,4047.43,1.607184759,0.03217864,40.01168,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,2.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_2NH2_Chnl,2NH2,-0.4330291500000029,-0.4937187979999999,-0.5809999999999995,-0.4529999999999998,-0.2339999999999999,0.066,0.0539999999999998,-0.014,-0.1479708499999965,0.710775,0.2692307692307692,2518.34,4047.43,1.607184759,0.03217864,34.05968,2.0,2344.16520312,1.42319,2208.74933184,1.04442,1.7385,0.49,-1.68,0.656888,6.182,6.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_2NO2_Chnl,2NO2,0.0143020800000002,-0.0463875679999999,0.9800000000000004,-0.0249999999999999,-0.1160000000000001,0.092,1.0219999999999998,0.0089999999999999,0.9656979200000002,0.710775,0.2692307692307692,2518.34,4047.43,1.607184759,0.03217864,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_2OH_Chnl,2OH,-0.3586702200000005,-0.391262813,-0.0269999999999992,-0.2290000000000001,-0.1339999999999999,-0.026,0.3689999999999998,-0.008,0.3316702200000012,0.710775,0.2692307692307692,2518.34,4047.43,1.607184759,0.03217864,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_2SH_Chnl,2SH,-0.6019114500000029,-0.634504047,0.1199999999999992,-0.3649999999999997,-0.0779999999999998,0.076,0.4929999999999999,-0.005,0.7219114500000021,0.710775,0.2692307692307692,2518.34,4047.43,1.607184759,0.03217864,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_4Br_Chnl,4Br,-0.6466044000000011,-0.646604398,1.7699999999999996,0.4119999999999999,0.2650000000000001,-0.0859999999999998,1.1759999999999995,0.0039999999999999,2.4166044000000007,0.710775,0.2692307692307692,2518.34,4047.43,1.607184759,0.03217864,319.616,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,0.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_4CN_Chnl,4CN,0.3898187199999974,0.3291290679999999,0.702,0.25,0.068,0.0669999999999999,0.3409999999999997,-0.022,0.3121812800000025,0.710775,0.2692307692307692,2518.34,4047.43,1.607184759,0.03217864,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_4F_Chnl,4F,-0.9321614400000016,-0.932161435,0.3740000000000005,0.024,-0.02,-0.034,0.4099999999999997,-0.005,1.306161440000002,0.710775,0.2692307692307692,2518.34,4047.43,1.607184759,0.03217864,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,4H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.865975,0.3170731707317073,1506.42,5623.68,3.733140206,0.015864633,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2Br_Chnl,2Br,-0.9453606999999984,-0.9453607,1.4990000000000006,-0.4029999999999996,0.0049999999999998,0.187,1.705,0.0049999999999999,2.444360699999999,0.865975,0.3170731707317073,1506.42,5623.68,3.733140206,0.015864633,161.82368,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,2.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2CF3_Chnl,2CF3,-1.6377632099999992,-1.712763205,0.9090000000000008,-0.7049999999999996,-0.1789999999999998,0.512,1.3039999999999998,-0.024,2.54676321,0.865975,0.3170731707317073,1506.42,5623.68,3.733140206,0.015864633,140.02768,3.0,1547.84544496,1.486,1747.93181432,1.38152,1.9944,0.0,4.29,1.06692,11.061,2.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2CH3_Chnl,2CH3,-1.1473712099999993,-1.2223712089999998,-1.5760000000000003,-2.7729999999999997,-0.2810000000000001,0.474,1.0139999999999998,-0.011,-0.4286287900000012,0.865975,0.3170731707317073,1506.42,5623.68,3.733140206,0.015864633,32.08568,3.0,1385.19432776,1.1094,1385.19432776,1.1094,1.8861,0.0,-1.05,0.991608,9.378,8.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2CN_Chnl,2CN,-0.2001422300000008,-0.2306977839999999,0.3759999999999994,-0.6609999999999996,-0.0470000000000001,0.278,0.8090000000000002,-0.004,0.5761422300000003,0.865975,0.3170731707317073,1506.42,5623.68,3.733140206,0.015864633,54.05168,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,2.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2F_Chnl,2F,-0.8258127799999997,-0.825812774,0.5139999999999993,0.0910000000000001,0.0259999999999998,0.0289999999999999,0.3679999999999999,-0.001,1.339812779999999,0.865975,0.3170731707317073,1506.42,5623.68,3.733140206,0.015864633,40.01168,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,2.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2NH2_Chnl,2NH2,-1.12875296,-1.183752951,-1.2430000000000003,-1.998,-0.1949999999999998,0.2589999999999999,0.6949999999999998,-0.006,-0.1142470400000004,0.865975,0.3170731707317073,1506.42,5623.68,3.733140206,0.015864633,34.05968,2.0,2344.16520312,1.42319,2208.74933184,1.04442,1.7385,0.49,-1.68,0.656888,6.182,6.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2NO2_Chnl,2NO2,0.073689980000001,0.018689989,2.2569999999999997,-0.3399999999999998,-0.1589999999999998,0.179,2.543,0.033,2.183310019999998,0.865975,0.3170731707317073,1506.42,5623.68,3.733140206,0.015864633,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2OH_Chnl,2OH,-0.5731957399999992,-0.603751299,0.4019999999999992,-0.1889999999999996,-0.0769999999999999,0.05,0.629,-0.011,0.9751957399999984,0.865975,0.3170731707317073,1506.42,5623.68,3.733140206,0.015864633,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2SH_Chnl,2SH,-0.5759465199999987,-0.60650207,1.1989999999999998,-0.5239999999999996,-0.0910000000000001,0.175,1.6470000000000002,-0.009,1.7749465199999983,0.865975,0.3170731707317073,1506.42,5623.68,3.733140206,0.015864633,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4Br_Chnl,4Br,-0.8426881099999974,-0.842688101,3.701000000000001,0.5449999999999999,0.3860000000000001,-0.1060000000000001,2.873,0.0019999999999999,4.543688109999998,0.865975,0.3170731707317073,1506.42,5623.68,3.733140206,0.015864633,319.616,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,0.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4CN_Chnl,4CN,0.5630026800000003,0.50800268,1.7029999999999994,0.1800000000000006,0.0099999999999997,0.143,1.386,-0.017,1.139997319999999,0.865975,0.3170731707317073,1506.42,5623.68,3.733140206,0.015864633,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4F_Chnl,4F,-1.6224861299999986,-1.6224861220000002,1.0619999999999994,0.2469999999999999,0.0459999999999998,0.008,0.7610000000000001,-0.001,2.684486129999998,0.865975,0.3170731707317073,1506.42,5623.68,3.733140206,0.015864633,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_4H_Chnl,4H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.926875,0.3484848484848485,850.965,6635.86,7.798061402,0.008394936,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2Br_Chnl,2Br,-1.639818309999999,-1.6398183,1.1739999999999997,-0.3109999999999999,0.0310000000000001,0.145,1.3079999999999998,0.001,2.8138183099999985,0.926875,0.3484848484848485,850.965,6635.86,7.798061402,0.008394936,161.82368,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,2.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2CF3_Chnl,2CF3,-2.32939874,-2.382840026,0.516,-0.5519999999999996,-0.052,0.6399999999999999,0.5129999999999999,-0.031,2.8453987400000003,0.926875,0.3484848484848485,850.965,6635.86,7.798061402,0.008394936,140.02768,3.0,1547.84544496,1.486,1747.93181432,1.38152,1.9944,0.0,4.29,1.06692,11.061,2.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2CH3_Chnl,2CH3,-0.7700039899999993,-0.823445277,-0.7089999999999996,-1.1649999999999996,-0.242,0.4079999999999999,0.3229999999999999,-0.031,0.0610039899999996,0.926875,0.3484848484848485,850.965,6635.86,7.798061402,0.008394936,32.08568,3.0,1385.19432776,1.1094,1385.19432776,1.1094,1.8861,0.0,-1.05,0.991608,9.378,8.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2CN_Chnl,2CN,-0.5718916299999997,-0.594455732,0.2579999999999991,-0.4469999999999996,-0.0509999999999997,0.256,0.5150000000000001,-0.0139999999999999,0.8298916299999988,0.926875,0.3484848484848485,850.965,6635.86,7.798061402,0.008394936,54.05168,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,2.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2F_Chnl,2F,-1.9721913299999991,-1.972191327,-0.75,-1.6389999999999998,-0.004,0.04,0.8439999999999999,0.0099999999999999,1.2221913299999994,0.926875,0.3484848484848485,850.965,6635.86,7.798061402,0.008394936,40.01168,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,2.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2NH2_Chnl,2NH2,-0.69606602,-0.735885013,-0.5449999999999999,-0.7529999999999997,-0.2089999999999996,0.2159999999999999,0.2269999999999998,-0.025,0.15106602,0.926875,0.3484848484848485,850.965,6635.86,7.798061402,0.008394936,34.05968,2.0,2344.16520312,1.42319,2208.74933184,1.04442,1.7385,0.49,-1.68,0.656888,6.182,6.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2NO2_Chnl,2NO2,-0.3127458499999989,-0.35256484,2.138,-0.1499999999999994,-0.0719999999999996,0.236,2.095,0.03,2.450745849999999,0.926875,0.3484848484848485,850.965,6635.86,7.798061402,0.008394936,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2OH_Chnl,2OH,-0.8374942999999995,-0.860058395,0.2609999999999992,-0.3659999999999996,-0.121,0.0269999999999999,0.7360000000000002,-0.0129999999999999,1.0984942999999987,0.926875,0.3484848484848485,850.965,6635.86,7.798061402,0.008394936,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2SH_Chnl,2SH,-2.103575709999999,-2.126139807,-0.5170000000000012,-2.182,-0.044,0.282,1.4270000000000005,0.001,1.5865757099999982,0.926875,0.3484848484848485,850.965,6635.86,7.798061402,0.008394936,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_4Br_Chnl,4Br,-2.252924179999999,-2.252924171,3.395999999999999,1.0220000000000002,0.5020000000000002,-0.173,2.0469999999999997,-0.001,5.648924179999998,0.926875,0.3484848484848485,850.965,6635.86,7.798061402,0.008394936,319.616,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,0.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_4CN_Chnl,4CN,-0.0951306499999979,-0.1349496449999999,1.2769999999999992,0.2850000000000001,0.173,0.1539999999999999,0.6909999999999998,-0.025,1.3721306499999972,0.926875,0.3484848484848485,850.965,6635.86,7.798061402,0.008394936,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_4F_Chnl,4F,-2.24944702,-2.249447016,1.0099999999999998,0.181,0.0150000000000001,-0.0230000000000001,0.8399999999999999,-0.003,3.2594470199999996,0.926875,0.3484848484848485,850.965,6635.86,7.798061402,0.008394936,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_lqm_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-1B_4H_Chnl_1-ntn_edge,4H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.799675,0.238095238095238,1766.86,3875.16,2.193242182,0.021781926,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_lqm_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-1B_2Br_Chnl_1-ntn_edge,2Br,0.1972165600000011,0.1972165640000005,1.011000000000001,0.1020000000000003,0.0789999999999997,0.2309999999999998,0.5649999999999995,0.033,0.8137834399999999,0.799675,0.238095238095238,1766.86,3875.16,2.193242182,0.021781926,161.82368,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,2.0
SR_lqm_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-1B_2CF3_Chnl_1-ntn_edge,2CF3,-0.7953832200000015,-0.8671223409999995,0.1920000000000001,0.1169999999999999,-0.1020000000000003,0.2849999999999997,-0.0590000000000001,-0.0499999999999999,0.9873832200000016,0.799675,0.238095238095238,1766.86,3875.16,2.193242182,0.021781926,140.02768,3.0,1547.84544496,1.486,1747.93181432,1.38152,1.9944,0.0,4.29,1.06692,11.061,2.0
SR_lqm_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-1B_2CH3_Chnl_1-ntn_edge,2CH3,-0.3057178500000006,-0.3774569799999998,-0.3239999999999998,-0.137,-0.1670000000000002,0.2029999999999998,-0.1840000000000001,-0.0399999999999999,-0.0182821499999992,0.799675,0.238095238095238,1766.86,3875.16,2.193242182,0.021781926,32.08568,3.0,1385.19432776,1.1094,1385.19432776,1.1094,1.8861,0.0,-1.05,0.991608,9.378,8.0
SR_lqm_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-1B_2CN_Chnl_1-ntn_edge,2CN,0.0969933999999987,0.0708029320000003,0.3109999999999999,0.0130000000000003,-0.0050000000000003,0.1819999999999999,0.1179999999999994,0.002,0.2140066000000011,0.799675,0.238095238095238,1766.86,3875.16,2.193242182,0.021781926,54.05168,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,2.0
