MOF_name,fun,delta_FE,delta_dLM_FE,delta_vdw,delta_ebond,delta_eang,delta_edihe,delta_eimp,parent_VF,parent_Hs_frac,parent_SA_vol,parent_SA_gra,parent_inv_dens,parent_dens_atoms_UC,total_fun_mass,fun_rotations,fun_Ks_CX,fun_equiDist_CX,fun_Ks_extra,fun_equiDist_extra,fun_height,fun_EleDiff_CX,fun_EleDiff_Xres,fun_eps_eff,fun_sig_eff,hs_per_fun
SR_mfj_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-4c_Cu_1_Ch_2-ntn_edge_1-1B_2CH3_Chnl_2-ntn_edge,2CH3,-0.4528504300000016,-0.5118668260000003,-0.3980000000000001,-0.2719999999999993,0.0170000000000003,0.2789999999999999,-0.015,0.6916,0.2241379310344827,2594.2,3512.28,1.35389631,0.034087659,32.08568,3.0,1385.19432776,1.1094,1385.19432776,1.1094,1.8861,0.0,-1.05,0.991608,9.378,8.0
SR_maw_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2Br_Chnl,2Br,-1.1351715400000018,-1.135171541,0.1529999999999995,0.1680000000000001,0.286,0.5439999999999996,0.004,0.8422,0.3384615384615385,1737.09,6141.35,3.535430315,0.018266329,161.82368,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,2.0
SR_mfj_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-4c_Cu_1_Ch_1-ntn_edge_1-1B_2SH_Chnl_1-ntn_edge_2-1B_2SH_Chnl,2SH,-1.1586457500000016,-1.190880182,-1.775,-0.0070000000000001,0.292,1.5699999999999998,0.012,0.82335,0.3055555555555556,1819.23,5219.55,2.869102918,0.019944123,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_yac_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-3c_B_Ch_v6-3c_B_Ch_v7-3c_B_Ch_v8-3c_B_Ch_1-1B_4H_Chnl_3-ntn_edge_2-1B_4H_Chnl_1-ntn_edge,4H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69355,0.2528735632183908,2200.18,3466.81,1.575698941,0.026504937,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_zmj_v1-4c_Cu_1_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_2-2B_2Br_Chnl_1-ntn_edge_2-2B_2Br_Chnl,2Br,-1.6306164699999997,-1.6306164709999995,-0.1989999999999998,0.0589999999999997,0.1480000000000001,0.9979999999999998,0.001,0.922,0.3354430379746835,834.421,6243.34,7.482229704,0.008382589,161.82368,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,2.0
SR_hyx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_1-2B_2NH2_Chnl_2-ntn_edge,2NH2,-0.7600921800000009,-0.8207818269999998,-0.5700000000000003,-0.2199999999999997,0.1269999999999997,-0.1470000000000002,-0.063,0.55335,0.2692307692307692,2516.2,2869.17,1.14027946,0.045137158,34.05968,2.0,2344.16520312,1.42319,2208.74933184,1.04442,1.7385,0.49,-1.68,0.656888,6.182,6.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_2-ntn_edge_2-1B_4F_Chnl_1-ntn_edge,4F,-1.040637910000001,-1.040637911,0.0459999999999998,-0.0179999999999997,-0.006,0.7589999999999999,0.001,0.757675,0.2840909090909091,2071.78,4531.43,2.187212245,0.02461392,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_mfj_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-4c_Cu_1_Ch_1-ntn_edge_3-1B_2F_Chnl_1-ntn_edge,2F,-0.3246360999999993,-0.3246360989999999,-0.1100000000000003,-0.0750000000000001,-0.008,0.8130000000000002,0.021,0.801975,0.2959183673469387,1998.28,4980.19,2.492236683,0.022330148,40.01168,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,2.0
SR_phx_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-2B_2CF3_Chnl_1-ntn_edge,2CF3,-2.1360243000000008,-2.1967837890000004,-0.6640000000000001,-0.0820000000000003,0.605,0.8519999999999999,-0.032,0.880325,0.3392857142857143,1467.39,6300.84,4.293909519,0.012841433,140.02768,3.0,1547.84544496,1.486,1747.93181432,1.38152,1.9944,0.0,4.29,1.06692,11.061,2.0
SR_maw_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-1B_4F_Chnl,4F,-0.9187807900000032,-0.918780794,0.3159999999999998,0.0659999999999998,0.058,0.3819999999999997,0.005,0.627425,0.3111111111111111,1354.39,2376.69,1.754801576,0.034019252,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_hyx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_2-1B_2CH3_Chnl_1-ntn_edge,2CH3,-0.6678536400000006,-0.752469013,-1.021,-0.3659999999999996,0.238,0.5809999999999995,-0.0229999999999999,0.776775,0.2903225806451613,2169.88,4759.4,2.193391312,0.024973358,32.08568,3.0,1385.19432776,1.1094,1385.19432776,1.1094,1.8861,0.0,-1.05,0.991608,9.378,8.0
SR_yac_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-3c_B_Ch_v6-3c_B_Ch_v7-3c_B_Ch_v8-3c_B_Ch_2-1B_2F_Chnl_1-ntn_edge_2-1B_2F_Chnl_2-ntn_edge,2F,-1.27720416,-1.277204158,-0.0620000000000002,0.0009999999999998,-0.5449999999999999,0.064,-0.008,0.5859,0.2439024390243902,2335.78,2746.58,1.175872968,0.03503434,40.01168,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,2.0
SR_ffc_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_2-1B_2OH_Chnl,2OH,-0.6215994699999996,-0.659793917,-0.1200000000000001,-0.1180000000000003,0.0259999999999998,0.4740000000000002,-0.016,0.886425,0.303030303030303,1264.78,5414.57,4.281041834,0.013118772,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-ntn_edge_2-1B_4CN_Chnl_1-ntn_edge,4CN,0.2587711100000014,0.2077072750000002,0.2410000000000001,0.0969999999999999,0.0970000000000002,0.5629999999999997,-0.0249999999999999,0.755925,0.2886597938144329,2226.82,4646.03,2.086402083,0.026426424,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_fmj_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-2B_2CH3_Chnl_1-ntn_edge_2-2B_2CH3_Chnl,2CH3,-0.827515039999998,-0.910778281,-1.2399999999999998,-0.3269999999999999,0.345,0.3860000000000001,-0.051,0.7932,0.3193277310924369,1809.21,4788.42,2.646685952,0.022306033,32.08568,3.0,1385.19432776,1.1094,1385.19432776,1.1094,1.8861,0.0,-1.05,0.991608,9.378,8.0
SR_hyx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_3-2B_2Br_Chnl,2Br,-1.646018399999999,-1.646018403,-0.3370000000000002,0.02,0.1440000000000001,1.3539999999999996,0.002,0.923125,0.3484848484848485,904.514,6628.63,7.328369584,0.008932664,161.82368,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,2.0
SR_tse_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_2-ntn_edge_1-1B_2SH_Chnl,2SH,-0.2592061200000017,-0.2807115069999999,-0.0659999999999993,0.0070000000000001,0.1339999999999999,0.4379999999999997,-0.0079999999999999,0.745075,0.28125,2377.24,4427.6,1.862499139,0.025243299,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_hey_v1-4c_Cu_1_Ch_v2-3c_B_Ch_v3-3c_B_Ch_2-2B_2NO2_Chnl,2NO2,-0.4593733199999974,-0.4925558269999999,-0.2029999999999998,-0.0300000000000002,0.2650000000000001,1.941,0.026,0.8755,0.3544303797468354,1152.95,5977.76,5.184785765,0.012955303,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_4Br_Chnl,4Br,-2.1077228000000012,-2.107722802,1.2640000000000002,0.5159999999999996,-0.1520000000000001,1.9189999999999996,-0.004,0.945125,0.3619047619047619,656.256,7039.6,10.72690899,0.006473075,319.616,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,0.0
SR_ffc_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_1-1B_2CN_Chnl_1-ntn_edge,2CN,-0.2798102799999995,-0.32116365,0.024,-0.0250000000000003,0.2230000000000001,0.0369999999999999,-0.015,0.828075,0.2784810126582278,1857.94,4868.72,2.620490136,0.019966621,54.05168,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,2.0
SR_hyx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_1-2B_4H_Chnl_2-ntn_edge,4H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55335,0.2692307692307692,2516.2,2869.17,1.14027946,0.045137158,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_geo_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_1-ntn_edge_1-2B_2OH_Chnl_1-ntn_edge,2OH,-0.7613450700000008,-0.7869525249999998,-0.3170000000000001,-0.161,-0.06,0.423,-0.0119999999999999,0.8587,0.3086419753086419,1468.75,5246.38,3.571989884,0.016397881,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_yao_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_v5-3c_B_Ch_2-1B_2SH_Chnl_2-ntn_edge,2SH,-1.258612430000003,-1.299353173,-0.5129999999999999,-0.0990000000000002,0.1459999999999999,0.718,-0.032,0.688375,0.2857142857142857,2750.27,4442.23,1.615193153,0.028429378,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_mfj_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-4c_Cu_1_Ch_2-1B_2SH_Chnl_1-ntn_edge_1-1B_2SH_Chnl_1-ntn_edge,2SH,-0.56664301,-0.599976344,-0.613,-0.1280000000000001,0.1149999999999999,1.4519999999999995,-0.005,0.787675,0.2903225806451613,2101.16,4872.87,2.319136354,0.023620203,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-ntn_edge_1-1B_4Br_Chnl_1-ntn_edge_1-1B_4Br_Chnl,4Br,-0.6408758300000024,-0.6408758320000001,0.6620000000000004,0.3420000000000001,-0.1149999999999999,2.177,0.0029999999999999,0.81575,0.3076923076923077,1806.21,5253.01,2.908312539,0.019995024,319.616,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,0.0
SR_stx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-1B_4F_Chnl_1-ntn_edge,4F,-0.651886189999999,-0.651886195,-0.0610000000000003,-0.0269999999999996,-0.0149999999999999,0.4239999999999999,0.0,0.697575,0.238095238095238,2544.71,3625.18,1.424592745,0.033535966,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_ucp_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-2B_4CN_Chnl_1-ntn_edge,4CN,0.1732593499999986,0.112569706,0.2750000000000003,0.0380000000000002,0.068,0.2730000000000001,-0.015,0.817325,0.2692307692307692,1669.66,4351.33,2.606121258,0.019844576,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_mfj_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-4c_Cu_1_Ch_1-1B_2CH3_Chnl_2-ntn_edge_2-1B_2CH3_Chnl,2CH3,-0.8827384299999999,-0.9673538140000002,-0.79,-0.3119999999999998,0.256,-0.0009999999999994,-0.04,0.789425,0.2903225806451613,2049.98,4766.8,2.325289382,0.02355778,32.08568,3.0,1385.19432776,1.1094,1385.19432776,1.1094,1.8861,0.0,-1.05,0.991608,9.378,8.0
SR_yac_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-3c_B_Ch_v6-3c_B_Ch_v7-3c_B_Ch_v8-3c_B_Ch_1-1B_2F_Chnl_1-ntn_edge_3-1B_2F_Chnl_1-ntn_edge_1-1B_2F_Chnl,2F,-0.4994037900000023,-0.4994037879999999,-0.0169999999999999,-0.0230000000000001,0.028,0.52,0.006,0.80045,0.2803738317757009,1924.52,4716.48,2.450734117,0.018514274,40.01168,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,2.0
SR_fmj_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-ntn_edge_2-1B_2OH_Chnl_1-ntn_edge,2OH,-0.4509510999999975,-0.4926177599999999,-0.197,-0.1439999999999996,-0.0150000000000001,0.4910000000000001,-0.012,0.772825,0.2608695652173913,1844.14,3870.26,2.098675526,0.02376411,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_2NO2_Chnl_1-ntn_edge,2NO2,-0.6503517999999993,-0.6888133409999995,-0.33,-0.173,0.082,1.3359999999999994,0.004,0.85,0.3111111111111111,1606.68,5329.45,3.317057637,0.017863083,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_2CF3_Chnl,2CF3,-1.2513332300000002,-1.336494516,-0.3069999999999999,-0.1560000000000001,0.3560000000000001,0.2059999999999999,-0.02,0.710775,0.2692307692307692,2518.34,4047.43,1.607184759,0.03217864,140.02768,3.0,1547.84544496,1.486,1747.93181432,1.38152,1.9944,0.0,4.29,1.06692,11.061,2.0
SR_geo_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_1-ntn_edge_1-1B_2OH_Chnl_1-ntn_edge,2OH,-0.6693684900000001,-0.6930434980000002,-0.205,-0.1339999999999999,-0.0339999999999998,0.2789999999999999,-0.0119999999999999,0.790175,0.2786885245901639,1967.26,4442.04,2.257983666,0.023903968,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_tfe_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_1-ntn_edge_1-1B_2SH_Chnl,2SH,-0.5635108700000018,-0.5766061050000002,-0.4279999999999999,-0.0839999999999996,0.0629999999999999,0.9299999999999996,-0.0049999999999999,0.796125,0.3157894736842105,2020.63,5232.07,2.589325248,0.023926253,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_tru_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_4-2B_2CN_Chnl,2CN,-0.6156438400000006,-0.634447266,-0.5009999999999994,-0.0450000000000003,0.2509999999999999,0.5659999999999998,-0.013,0.93075,0.3544303797468354,762.476,6778.04,8.889521033,0.007556116,54.05168,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,2.0
SR_fof_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4H_Chnl,4H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.865375,0.3170731707317073,1488.85,5567.61,3.739547963,0.013752295,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_yac_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-3c_B_Ch_v6-3c_B_Ch_v7-3c_B_Ch_v8-3c_B_Ch_1-ntn_edge_1-1B_2CH3_Chnl_1-ntn_edge_1-1B_2CH3_Chnl_3-ntn_edge,2CH3,-0.5635994100000019,-0.6509009790000002,-0.5129999999999999,-0.2540000000000004,0.177,-0.024,-0.0529999999999999,0.67085,0.208955223880597,2394.94,3105.25,1.296588029,0.029052724,32.08568,3.0,1385.19432776,1.1094,1385.19432776,1.1094,1.8861,0.0,-1.05,0.991608,9.378,8.0
SR_tfb_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_2NO2_Chnl,2NO2,-0.31182716,-0.3702989249999999,-0.2149999999999998,-0.1750000000000002,0.102,1.8120000000000005,0.0199999999999999,0.817225,0.3055555555555556,1758.9,5190.08,2.950757755,0.019393343,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_fmj_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-ntn_edge_1-1B_4H_Chnl_1-ntn_edge_1-1B_4H_Chnl,4H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79855,0.2784810126582278,2116.43,4817.4,2.276193294,0.02298681,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_zmj_v1-4c_Cu_1_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_5-1B_4F_Chnl,4F,-1.7118469499999982,-1.7118469479999998,0.0700000000000002,-0.0259999999999998,-0.0310000000000001,0.9449999999999998,-0.003,0.880975,0.3170731707317073,1273.34,5622.34,4.41543991,0.013413103,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_yac_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-3c_B_Ch_v6-3c_B_Ch_v7-3c_B_Ch_v8-3c_B_Ch_7-1B_2CF3_Chnl,2CF3,-1.5501404099999991,-1.643890407,-0.6520000000000001,-0.262,0.5249999999999999,1.3090000000000002,-0.02,0.861625,0.303030303030303,1407.54,5299.12,3.764805096,0.012935237,140.02768,3.0,1547.84544496,1.486,1747.93181432,1.38152,1.9944,0.0,4.29,1.06692,11.061,2.0
SR_nox_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_4Br_Chnl,4Br,-0.7095242699999993,-0.709524268,2.041,0.4290000000000002,-0.1280000000000001,1.7170000000000003,-0.011,0.90465,0.3384615384615385,1074.64,6118.02,5.693074944,0.011343499,319.616,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,0.0
SR_maw_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2OH_Chnl,2OH,-0.7556916099999995,-0.769794184,-0.4159999999999995,-0.0940000000000003,0.028,0.7800000000000002,-0.012,0.92095,0.3619047619047619,927.234,6998.88,7.548138252,0.00920041,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_maw_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2CN_Chnl,2CN,-0.6145670100000018,-0.628669579,-0.7189999999999999,-0.0820000000000003,0.2469999999999999,0.8040000000000003,-0.008,0.92095,0.3619047619047619,927.234,6998.88,7.548138252,0.00920041,54.05168,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,2.0
SR_yac_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-3c_B_Ch_v6-3c_B_Ch_v7-3c_B_Ch_v8-3c_B_Ch_3-ntn_edge_3-1B_2F_Chnl_1-ntn_edge,2F,-0.5001453200000014,-0.5001453180000004,0.1400000000000001,0.0180000000000002,0.0090000000000003,0.2519999999999998,0.004,0.61185,0.2608695652173913,2083.58,2760.85,1.325049126,0.032296366,40.01168,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,2.0
SR_lil_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-ntn_edge_1-2B_4CN_Chnl,4CN,0.3898187199999974,0.3291290679999999,0.25,0.068,0.0669999999999999,0.3409999999999997,-0.022,0.710775,0.2692307692307692,2518.34,4047.43,1.607184759,0.03217864,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_lwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_v3-3c_B_Ch_2-1B_4CN_Chnl_1-ntn_edge,4CN,0.2226564999999993,0.1764380060000001,-0.0469999999999997,0.0479999999999996,0.0749999999999999,1.1670000000000005,-0.017,0.83815,0.313953488372093,1669.78,5428.53,3.251038707,0.018293162,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_phx_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-2B_2NH2_Chnl_1-ntn_edge,2NH2,-0.514809360000001,-0.559879781,-0.7280000000000002,-0.209,0.2099999999999999,0.375,-0.0259999999999999,0.880325,0.3392857142857143,1467.39,6300.84,4.293909519,0.012841433,34.05968,2.0,2344.16520312,1.42319,2208.74933184,1.04442,1.7385,0.49,-1.68,0.656888,6.182,6.0
SR_geo_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_2-1B_4Br_Chnl_1-ntn_edge,4Br,-1.0175467900000008,-1.017546792,0.4830000000000001,0.165,-0.0989999999999997,1.231,-0.0179999999999999,0.78585,0.2878787878787879,2085.07,4678.53,2.243827791,0.024644174,319.616,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,0.0
SR_yao_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_v5-3c_B_Ch_3-1B_4H_Chnl_1-ntn_edge,4H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82135,0.2950819672131147,1843.15,5066.83,2.748997303,0.017047229,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_fmj_v1-3c_B_Ch_v2-4c_Cu_1_Ch_v3-4c_Cu_1_Ch_v4-3c_B_Ch_v5-4c_Cu_1_Ch_1-ntn_edge_3-1B_4F_Chnl,4F,-1.5143080100000006,-1.514308007,0.2730000000000001,0.0420000000000002,0.018,0.6029999999999998,0.005,0.806025,0.2921348314606741,2038.48,5073.63,2.488930482,0.021853513,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_nox_v1-3c_B_Ch_v2-4c_Cu_1_Ch_1-ntn_edge_1-1B_2CN_Chnl,2CN,-0.4995425699999991,-0.5203759110000004,-0.3570000000000002,-0.0990000000000002,0.1089999999999999,0.4009999999999998,-0.0159999999999999,0.8664,0.3111111111111111,1398.95,5282.68,3.776178356,0.015807955,54.05168,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,2.0
SR_zjz_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_3-1B_4CN_Chnl,4CN,0.1424571700000001,0.114957167,0.2439999999999997,0.2150000000000003,0.1499999999999999,0.6609999999999996,-0.0279999999999999,0.894875,0.345679012345679,1145.24,6253.7,5.460601758,0.012198607,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_stx_v1-3c_B_Ch_v2-4c_Cu_1_Ch_2-1B_2CH3_Chnl,2CH3,-0.3126224999999998,-0.387622499,-1.1910000000000005,-0.3450000000000002,0.328,1.0300000000000002,-0.0259999999999999,0.864075,0.3170731707317073,1465.73,5584.79,3.810235053,0.015543626,32.08568,3.0,1385.19432776,1.1094,1385.19432776,1.1094,1.8861,0.0,-1.05,0.991608,9.378,8.0
SR_zjz_v1-3c_B_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_3-1B_2NO2_Chnl,2NO2,-0.49033923,-0.5178392350000001,-0.2290000000000001,-0.0569999999999999,0.1669999999999998,1.6589999999999998,0.0229999999999999,0.894875,0.345679012345679,1145.24,6253.7,5.460601758,0.012198607,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_2-ntn_edge_1-1B_2OH_Chnl_2-ntn_edge,2OH,-0.3505601199999972,-0.3799915570000003,-0.1339999999999999,-0.0850000000000004,0.0169999999999999,0.2350000000000003,-0.014,0.640325,0.25,2606.18,3503.81,1.344422127,0.036602693,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_nba_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_4CN_Chnl_1-ntn_edge,4CN,-0.3016366099999992,-0.3400981539999996,-0.024,0.0140000000000002,0.0450000000000001,0.5579999999999998,-0.0439999999999999,0.85,0.3111111111111111,1606.68,5329.45,3.317057637,0.017863083,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_maw_v1-4c_Cu_1_Ch_v2-3c_B_Ch_1-1B_2OH_Chnl_1-ntn_edge,2OH,-0.7300155300000029,-0.7508488739999999,-0.0390000000000001,-0.0379999999999998,0.0309999999999999,0.0899999999999998,-0.0119999999999999,0.784075,0.3111111111111111,2141.62,5337.68,2.492360914,0.023952665,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
