MOF_name,fun,delta_FE,delta_dLM_FE,delta_SE,parent_VF,parent_Hs_frac,parent_SA_vol,parent_SA_gra,parent_inv_dens,parent_dens_atoms_UC,total_fun_mass,fun_rotations,fun_Ks_CX,fun_equiDist_CX,fun_Ks_extra,fun_equiDist_extra,fun_height,fun_EleDiff_CX,fun_EleDiff_Xres,fun_eps_eff,fun_sig_eff,hs_per_fun
SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4H_Chnl,4H,0.0,0.0,0.0,0.8307,0.3170731707317073,1992.39,5630.97,2.826239942,0.020396186,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2Br_Chnl,2Br,-0.7957715299999997,-0.795771529,1.223248257662588,0.8307,0.3170731707317073,1992.39,5630.97,2.826239942,0.020396186,161.82368,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,2.0
SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2CF3_Chnl,2CF3,-1.1327130199999988,-1.207713025,0.5640651398979699,0.8307,0.3170731707317073,1992.39,5630.97,2.826239942,0.020396186,140.02768,3.0,1547.84544496,1.486,1747.93181432,1.38152,1.9944,0.0,4.29,1.06692,11.061,2.0
SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2CH3_Chnl,2CH3,-0.3183618099999989,-0.3933618169999999,-0.4497062016177393,0.8307,0.3170731707317073,1992.39,5630.97,2.826239942,0.020396186,32.08568,3.0,1385.19432776,1.1094,1385.19432776,1.1094,1.8861,0.0,-1.05,0.991608,9.378,8.0
SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2CN_Chnl,2CN,0.1176224900000022,0.087066933,0.4763377383212335,0.8307,0.3170731707317073,1992.39,5630.97,2.826239942,0.020396186,54.05168,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,2.0
SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2F_Chnl,2F,-0.730418779999999,-0.7304187870000001,0.4884408079738938,0.8307,0.3170731707317073,1992.39,5630.97,2.826239942,0.020396186,40.01168,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,2.0
SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2NH2_Chnl,2NH2,-0.2028673899999979,-0.25786739,0.3770371739004643,0.8307,0.3170731707317073,1992.39,5630.97,2.826239942,0.020396186,34.05968,2.0,2344.16520312,1.42319,2208.74933184,1.04442,1.7385,0.49,-1.68,0.656888,6.182,6.0
SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2NO2_Chnl,2NO2,0.6758205600000018,0.620820558,1.9768941518165344,0.8307,0.3170731707317073,1992.39,5630.97,2.826239942,0.020396186,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2OH_Chnl,2OH,-0.3160456299999996,-0.346601194,0.440764314438538,0.8307,0.3170731707317073,1992.39,5630.97,2.826239942,0.020396186,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_2SH_Chnl,2SH,-0.9544161300000004,-0.984971689,1.6175358989688249,0.8307,0.3170731707317073,1992.39,5630.97,2.826239942,0.020396186,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4Br_Chnl,4Br,-0.4115139299999999,-0.411513931,3.289288867608633,0.8307,0.3170731707317073,1992.39,5630.97,2.826239942,0.020396186,319.616,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,0.0
SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4CN_Chnl,4CN,1.34457656,1.289576558,1.4204618899081396,0.8307,0.3170731707317073,1992.39,5630.97,2.826239942,0.020396186,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-1B_4F_Chnl,4F,-1.4242973999999986,-1.424297406,0.9516591696289538,0.8307,0.3170731707317073,1992.39,5630.97,2.826239942,0.020396186,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_4H_Chnl,4H,0.0,0.0,0.0,0.912275,0.3484848484848485,1102.08,6618.86,6.005789581,0.01057744,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2Br_Chnl,2Br,-2.497275589999999,-2.497275587,1.2965945345687029,0.912275,0.3484848484848485,1102.08,6618.86,6.005789581,0.01057744,161.82368,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,2.0
SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2CF3_Chnl,2CF3,-2.614301189999999,-2.667742477,0.6982648272211858,0.912275,0.3484848484848485,1102.08,6618.86,6.005789581,0.01057744,140.02768,3.0,1547.84544496,1.486,1747.93181432,1.38152,1.9944,0.0,4.29,1.06692,11.061,2.0
SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2CH3_Chnl,2CH3,-1.6358450899999983,-1.689286379,-0.6114514922522787,0.912275,0.3484848484848485,1102.08,6618.86,6.005789581,0.01057744,32.08568,3.0,1385.19432776,1.1094,1385.19432776,1.1094,1.8861,0.0,-1.05,0.991608,9.378,8.0
SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2F_Chnl,2F,-1.004514259999997,-1.004514259,0.5468175858072097,0.912275,0.3484848484848485,1102.08,6618.86,6.005789581,0.01057744,40.01168,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,2.0
SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2NH2_Chnl,2NH2,-1.578409989999999,-1.618228982,0.1656666839774683,0.912275,0.3484848484848485,1102.08,6618.86,6.005789581,0.01057744,34.05968,2.0,2344.16520312,1.42319,2208.74933184,1.04442,1.7385,0.49,-1.68,0.656888,6.182,6.0
SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2NO2_Chnl,2NO2,-0.8083631099999984,-0.848182108,2.2375846729929947,0.912275,0.3484848484848485,1102.08,6618.86,6.005789581,0.01057744,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2OH_Chnl,2OH,-1.703211679999999,-1.725775776,0.260584853482884,0.912275,0.3484848484848485,1102.08,6618.86,6.005789581,0.01057744,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_2SH_Chnl,2SH,-2.037885029999998,-2.060449124,1.3587569606684848,0.912275,0.3484848484848485,1102.08,6618.86,6.005789581,0.01057744,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_4Br_Chnl,4Br,-2.198950069999998,-2.198950069,3.5047879366109793,0.912275,0.3484848484848485,1102.08,6618.86,6.005789581,0.01057744,319.616,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,0.0
SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_4CN_Chnl,4CN,-0.1616602699999987,-0.201479261,1.4111866122986925,0.912275,0.3484848484848485,1102.08,6618.86,6.005789581,0.01057744,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_gwg_v1-4c_Cu_1_Ch_v2-3c_B_Ch_2-2B_4F_Chnl,4F,-2.9947639799999983,-2.994763981,1.0820123809234712,0.912275,0.3484848484848485,1102.08,6618.86,6.005789581,0.01057744,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge_2-1B_4H_Chnl_1-ntn_edge,4H,0.0,0.0,0.0,0.846675,0.3055555555555556,1524.09,5247.95,3.443336455,0.01661905,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_2Br_Chnl_1-ntn_edge_2-1B_2Br_Chnl_1-ntn_edge,2Br,-0.9006611800000002,-0.9006611869999999,1.3658173924120645,0.846675,0.3055555555555556,1524.09,5247.95,3.443336455,0.01661905,161.82368,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,2.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_2CF3_Chnl_1-ntn_edge_2-1B_2CF3_Chnl_1-ntn_edge,2CF3,-1.5007809600000002,-1.581024131,0.9568158427641268,0.846675,0.3055555555555556,1524.09,5247.95,3.443336455,0.01661905,140.02768,3.0,1547.84544496,1.486,1747.93181432,1.38152,1.9944,0.0,4.29,1.06692,11.061,2.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_2CH3_Chnl_1-ntn_edge_2-1B_2CH3_Chnl_1-ntn_edge,2CH3,-0.3552364499999996,-0.4354796159999999,-0.2341862453895826,0.846675,0.3055555555555556,1524.09,5247.95,3.443336455,0.01661905,32.08568,3.0,1385.19432776,1.1094,1385.19432776,1.1094,1.8861,0.0,-1.05,0.991608,9.378,8.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_2CN_Chnl_1-ntn_edge_2-1B_2CN_Chnl_1-ntn_edge,2CN,-0.142997900000001,-0.1752323399999998,0.5219486009599335,0.846675,0.3055555555555556,1524.09,5247.95,3.443336455,0.01661905,54.05168,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,2.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_2F_Chnl_1-ntn_edge_2-1B_2F_Chnl_1-ntn_edge,2F,-0.5941516399999998,-0.5941516389999999,0.6393618464520605,0.846675,0.3055555555555556,1524.09,5247.95,3.443336455,0.01661905,40.01168,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,2.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_2NH2_Chnl_1-ntn_edge_2-1B_2NH2_Chnl_1-ntn_edge,2NH2,-0.3233698900000021,-0.3818416609999999,0.2302845880136095,0.846675,0.3055555555555556,1524.09,5247.95,3.443336455,0.01661905,34.05968,2.0,2344.16520312,1.42319,2208.74933184,1.04442,1.7385,0.49,-1.68,0.656888,6.182,6.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_2NO2_Chnl_1-ntn_edge_2-1B_2NO2_Chnl_1-ntn_edge,2NO2,0.046221280000001,-0.0122504889999999,2.0357493970086553,0.846675,0.3055555555555556,1524.09,5247.95,3.443336455,0.01661905,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_2OH_Chnl_1-ntn_edge_2-1B_2OH_Chnl_1-ntn_edge,2OH,-0.4911674599999998,-0.5234018909999999,0.3680861023565809,0.846675,0.3055555555555556,1524.09,5247.95,3.443336455,0.01661905,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_2SH_Chnl_1-ntn_edge_2-1B_2SH_Chnl_1-ntn_edge,2SH,-0.5643097200000007,-0.596544153,1.6116315951270217,0.846675,0.3055555555555556,1524.09,5247.95,3.443336455,0.01661905,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_4Br_Chnl_1-ntn_edge_2-1B_4Br_Chnl_1-ntn_edge,4Br,-0.5949137899999997,-0.5949137969999999,3.5396458709438976,0.846675,0.3055555555555556,1524.09,5247.95,3.443336455,0.01661905,319.616,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,0.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_4CN_Chnl_1-ntn_edge_2-1B_4CN_Chnl_1-ntn_edge,4CN,0.5275278899999982,0.4690561180000001,1.7031231930487405,0.846675,0.3055555555555556,1524.09,5247.95,3.443336455,0.01661905,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_4F_Chnl_1-ntn_edge_2-1B_4F_Chnl_1-ntn_edge,4F,-1.3783069999999995,-1.378307003,1.1965144199882642,0.846675,0.3055555555555556,1524.09,5247.95,3.443336455,0.01661905,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_4H_Chnl_1-ntn_edge_3-1B_4H_Chnl,4H,0.0,0.0,0.0,0.8424,0.3097345132743362,1570.71,5369.7,3.418628105,0.016946598,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_2Br_Chnl_1-ntn_edge_3-1B_2Br_Chnl,2Br,-1.0519185199999974,-1.051918519,1.1634954326532083,0.8424,0.3097345132743362,1570.71,5369.7,3.418628105,0.016946598,161.82368,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,2.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_2CF3_Chnl_1-ntn_edge_3-1B_2CF3_Chnl,2CF3,-1.7837530499999978,-1.862276535,0.7746227391230498,0.8424,0.3097345132743362,1570.71,5369.7,3.418628105,0.016946598,140.02768,3.0,1547.84544496,1.486,1747.93181432,1.38152,1.9944,0.0,4.29,1.06692,11.061,2.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_2CH3_Chnl_1-ntn_edge_3-1B_2CH3_Chnl,2CH3,-0.4802915299999988,-0.5588150159999999,-0.4900858628571081,0.8424,0.3097345132743362,1570.71,5369.7,3.418628105,0.016946598,32.08568,3.0,1385.19432776,1.1094,1385.19432776,1.1094,1.8861,0.0,-1.05,0.991608,9.378,8.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_2CN_Chnl_1-ntn_edge_3-1B_2CN_Chnl,2CN,-0.2947435200000008,-0.3264508239999999,0.3590230289666944,0.8424,0.3097345132743362,1570.71,5369.7,3.418628105,0.016946598,54.05168,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,2.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_2F_Chnl_1-ntn_edge_3-1B_2F_Chnl,2F,-0.7617057000000003,-0.761705693,0.5361722848007382,0.8424,0.3097345132743362,1570.71,5369.7,3.418628105,0.016946598,40.01168,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,2.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_2NH2_Chnl_1-ntn_edge_3-1B_2NH2_Chnl,2NH2,-0.5385935999999987,-0.595946533,0.2637732202403207,0.8424,0.3097345132743362,1570.71,5369.7,3.418628105,0.016946598,34.05968,2.0,2344.16520312,1.42319,2208.74933184,1.04442,1.7385,0.49,-1.68,0.656888,6.182,6.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_2NO2_Chnl_1-ntn_edge_3-1B_2NO2_Chnl,2NO2,-0.0686193199999998,-0.125972248,1.928425438081181,0.8424,0.3097345132743362,1570.71,5369.7,3.418628105,0.016946598,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_2OH_Chnl_1-ntn_edge_3-1B_2OH_Chnl,2OH,-0.603101849999998,-0.634809156,0.3229027817555359,0.8424,0.3097345132743362,1570.71,5369.7,3.418628105,0.016946598,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_2SH_Chnl_1-ntn_edge_3-1B_2SH_Chnl,2SH,-0.820010319999998,-0.851717632,1.2609381714514338,0.8424,0.3097345132743362,1570.71,5369.7,3.418628105,0.016946598,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_4Br_Chnl_1-ntn_edge_3-1B_4Br_Chnl,4Br,-0.8538755400000007,-0.8538755309999999,3.353633266693381,0.8424,0.3097345132743362,1570.71,5369.7,3.418628105,0.016946598,319.616,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,0.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_4CN_Chnl_1-ntn_edge_3-1B_4CN_Chnl,4CN,0.3585376300000007,0.301184697,1.375920269559067,0.8424,0.3097345132743362,1570.71,5369.7,3.418628105,0.016946598,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_4F_Chnl_1-ntn_edge_3-1B_4F_Chnl,4F,-1.5577539599999994,-1.557753952,0.9956935396127607,0.8424,0.3097345132743362,1570.71,5369.7,3.418628105,0.016946598,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_4H_Chnl_2-ntn_edge_1-1B_4H_Chnl_1-ntn_edge,4H,0.0,0.0,0.0,0.749875,0.2840909090909091,2017.03,4225.11,2.094719004,0.025701171,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_2Br_Chnl_2-ntn_edge_1-1B_2Br_Chnl_1-ntn_edge,2Br,-0.9078777099999976,-0.9078777080000002,0.985892739007408,0.749875,0.2840909090909091,2017.03,4225.11,2.094719004,0.025701171,161.82368,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,2.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_2CF3_Chnl_2-ntn_edge_1-1B_2CF3_Chnl_1-ntn_edge,2CF3,-1.94415476,-2.029637763,0.4769741225420443,0.749875,0.2840909090909091,2017.03,4225.11,2.094719004,0.025701171,140.02768,3.0,1547.84544496,1.486,1747.93181432,1.38152,1.9944,0.0,4.29,1.06692,11.061,2.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_2CH3_Chnl_2-ntn_edge_1-1B_2CH3_Chnl_1-ntn_edge,2CH3,-0.8000147299999973,-0.8854977340000001,-0.5353198707703193,0.749875,0.2840909090909091,2017.03,4225.11,2.094719004,0.025701171,32.08568,3.0,1385.19432776,1.1094,1385.19432776,1.1094,1.8861,0.0,-1.05,0.991608,9.378,8.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_2CN_Chnl_2-ntn_edge_1-1B_2CN_Chnl_1-ntn_edge,2CN,-0.3913657499999985,-0.4247623360000001,0.2076835157493466,0.749875,0.2840909090909091,2017.03,4225.11,2.094719004,0.025701171,54.05168,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,2.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_2F_Chnl_2-ntn_edge_1-1B_2F_Chnl_1-ntn_edge,2F,-0.5373319099999989,-0.5373319150000002,0.5209088214076907,0.749875,0.2840909090909091,2017.03,4225.11,2.094719004,0.025701171,40.01168,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,2.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_2NH2_Chnl_2-ntn_edge_1-1B_2NH2_Chnl_1-ntn_edge,2NH2,-0.6644713299999978,-0.7259739600000001,-0.1257573399645242,0.749875,0.2840909090909091,2017.03,4225.11,2.094719004,0.025701171,34.05968,2.0,2344.16520312,1.42319,2208.74933184,1.04442,1.7385,0.49,-1.68,0.656888,6.182,6.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_2NO2_Chnl_2-ntn_edge_1-1B_2NO2_Chnl_1-ntn_edge,2NO2,-0.4213384199999979,-0.4828410510000001,1.4896063407763265,0.749875,0.2840909090909091,2017.03,4225.11,2.094719004,0.025701171,94.02568,2.0,2349.09512664,1.4222,4052.91783224,1.26107,2.0518,0.49,0.8,0.790776,7.496,2.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_2OH_Chnl_2-ntn_edge_1-1B_2OH_Chnl_1-ntn_edge,2OH,-0.6677668599999969,-0.7011634430000002,0.2067017679701663,0.749875,0.2840909090909091,2017.03,4225.11,2.094719004,0.025701171,36.02968,1.0,2395.17435544,1.36631,2342.81619784,0.99025,1.6062,0.89,-1.24,0.435136,3.066,4.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_2SH_Chnl_2-ntn_edge_1-1B_2SH_Chnl_1-ntn_edge,2SH,-0.8422548899999995,-0.875651473,1.1037502088427704,0.749875,0.2840909090909091,2017.03,4225.11,2.094719004,0.025701171,68.16168,1.0,1260.62572752,1.78592,959.35253984,1.40733,1.9477,0.03,-0.38,1.330512,3.271,4.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_4Br_Chnl_2-ntn_edge_1-1B_4Br_Chnl_1-ntn_edge,4Br,-0.2862397399999992,-0.2862397410000001,3.0008497393872062,0.749875,0.2840909090909091,2017.03,4225.11,2.094719004,0.025701171,319.616,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,0.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_4CN_Chnl_2-ntn_edge_1-1B_4CN_Chnl_1-ntn_edge,4CN,0.3081542000000006,0.2466515659999997,1.2121467556746133,0.749875,0.2840909090909091,2017.03,4225.11,2.094719004,0.025701171,104.072,0.0,1718.81176008,1.435,4361.24315192,1.15715,2.6025,0.0,0.49,0.728016,3.836,0.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-1B_4F_Chnl_2-ntn_edge_1-1B_4F_Chnl_1-ntn_edge,4F,-1.0122384199999992,-1.012238425,0.9342022774966772,0.749875,0.2840909090909091,2017.03,4225.11,2.094719004,0.025701171,75.992,0.0,1854.3626072,1.35457,0.0,0.0,1.3548,1.43,0.0,0.2092,2.997,0.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-ntn_edge_1-1B_4H_Chnl_3-ntn_edge,4H,0.0,0.0,0.0,0.7258,0.2241379310344827,2203.0,3501.85,1.589582512,0.029028707,4.03136,0.0,1495.53054992,1.08142,0.0,0.0,1.08233,-0.35,0.0,0.184096,2.57113,4.0
SR_hbk_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_v3-3c_B_Ch_v4-3c_B_Ch_1-ntn_edge_1-1B_2Br_Chnl_3-ntn_edge,2Br,0.1090815599999999,0.1090815659999999,0.5295819959682344,0.7258,0.2241379310344827,2203.0,3501.85,1.589582512,0.029028707,161.82368,0.0,966.49010912,1.90584,0.0,0.0,1.93397,0.41,0.0,1.050184,3.73197,2.0
